Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Season Year
254,Dejounte Murray,PG,28,NOP,1,30,16.2,.387,.200,.467,0.0,29.4,14.1,46.9,1.5,0.0,5.2,26.3,,0.0,0.1,0.1,.082,,-4.3,-1.0,-5.3,0.0,2025
255,Jamal Murray,PG,27,DEN,2,75,14.1,.565,.407,.259,2.7,8.4,5.5,20.6,2.6,0.0,14.3,19.7,,0.1,0.1,0.1,.091,,-0.1,-2.0,-2.1,0.0,2025
256,Keegan Murray,SF,24,SAC,2,83,15.0,.622,.607,.143,4.5,17.3,11.1,5.1,1.1,2.5,3.3,16.2,,0.1,0.0,0.1,.085,,1.4,-2.3,-1.0,0.0,2025
257,Kris Murray,SF,24,POR,2,25,8.1,.457,.286,.571,7.8,8.3,8.0,18.7,0.0,0.0,10.2,15.5,,0.0,0.0,0.0,-0.031,,-1.6,-4.0,-5.6,0.0,2025
258,Andrew Nembhard,SG,25,IND,2,56,5.2,.421,.364,.182,0.0,8.7,4.5,20.3,2.6,0.0,29.6,13.3,,-0.1,0.0,-0.1,-0.094,,-6.8,-2.6,-9.4,-0.1,2025
259,Aaron Nesmith,SF,25,IND,2,36,8.6,.557,.333,.222,7.2,6.8,7.0,0.0,2.7,2.4,9.2,13.4,,0.0,0.0,0.0,.027,,-5.5,-2.6,-8.1,-0.1,2025
260,Georges Niang,PF,31,CLE,3,55,8.4,.567,.800,.000,7.1,17.0,12.6,2.1,0.9,0.0,11.8,13.2,,0.0,0.1,0.1,.082,,-2.2,-3.8,-6.0,-0.1,2025
261,Zeke Nnaji,PF,24,DEN,1,2,-19.0,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,,0.0,0.0,0.0,-0.488,,-18.3,-12.3,-30.6,0.0,2025
262,Jusuf Nurkić,C,30,PHO,3,71,10.5,.551,.409,.818,7.1,39.5,24.5,15.5,1.4,2.6,30.3,27.4,,-0.2,0.1,0.0,-0.030,,-7.0,-0.1,-7.1,-0.1,2025
263,Royce O'Neale,SF,31,PHO,3,79,9.8,.535,.688,.250,4.8,20.5,13.2,16.2,1.2,2.3,22.0,13.1,,0.0,0.1,0.1,.067,,-2.2,-0.1,-2.2,0.0,2025
264,Onyeka Okongwu,C,24,ATL,2,55,28.1,.848,.111,.333,8.6,21.2,15.5,13.0,0.9,5.6,8.8,17.3,,0.3,0.0,0.3,.295,,4.8,-1.0,3.8,0.1,2025
265,Isaac Okoro,SG,24,CLE,3,56,9.8,.451,.125,.875,9.4,9.2,9.3,11.7,1.7,4.9,15.3,10.0,,0.0,0.1,0.1,.110,,-2.7,-0.2,-2.9,0.0,2025
266,Kelly Oubre Jr.,SF,29,PHI,2,70,15.8,.595,.343,.400,1.4,5.4,3.1,8.8,1.4,0.0,10.8,26.9,,0.1,0.0,0.1,.054,,1.0,-3.2,-2.1,0.0,2025
267,Chris Paul,PG,39,SAS,2,55,5.5,.333,.667,.000,0.0,11.7,6.6,39.8,1.7,0.0,40.0,11.7,,-0.1,0.0,0.0,-0.028,,-5.9,-2.0,-7.9,-0.1,2025
268,Cameron Payne,PG,30,NYK,2,43,15.2,.463,.474,.053,6.5,8.3,7.4,22.6,2.4,0.0,4.9,22.2,,0.1,0.0,0.0,.052,,-2.8,-1.2,-4.0,0.0,2025
269,Gary Payton II,PG,32,GSW,2,27,27.0,.761,.286,.286,0.0,6.5,3.5,21.9,8.4,0.0,0.0,11.3,,0.1,0.1,0.3,.454,,0.6,9.7,10.3,0.1,2025
270,Drew Peterson,PF,25,BOS,1,4,22.3,,,,0.0,31.6,14.8,0.0,12.4,46.2,100.0,10.9,,0.0,0.0,0.0,.017,,-4.2,21.7,17.5,0.0,2025
271,Julian Phillips,SF,21,CHI,3,41,11.9,.612,.818,.091,2.4,4.7,3.5,3.4,3.2,0.0,0.0,11.1,,0.1,0.1,0.1,.140,,-0.5,0.4,-0.1,0.0,2025
272,Jalen Pickett,SG,25,DEN,1,2,-19.0,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,,0.0,0.0,0.0,-0.488,,-19.2,-11.8,-31.0,0.0,2025
273,Scotty Pippen Jr.,PG,24,MEM,3,69,18.8,.609,.273,.273,4.5,11.8,8.2,47.1,3.3,2.7,24.5,19.0,,0.1,0.1,0.2,.140,,1.0,1.0,2.0,0.1,2025
274,Mason Plumlee,C,34,PHO,3,43,16.1,.808,.000,1.143,5.8,20.1,13.5,7.3,1.1,2.1,8.7,12.1,,0.1,0.1,0.2,.222,,-1.3,-0.2,-1.5,0.0,2025
275,Brandin Podziemski,SG,21,GSW,2,50,8.2,.395,.474,.000,10.2,12.2,11.3,11.2,1.8,1.8,13.6,17.0,,0.0,0.2,0.1,.138,,-6.2,-0.8,-7.0,-0.1,2025
276,Jakob Poeltl,C,29,TOR,3,84,12.8,.557,.000,.652,9.8,29.8,19.8,14.7,0.6,5.7,23.3,18.5,,0.0,0.0,0.0,.025,,-4.5,-0.9,-5.4,-0.1,2025
277,Jordan Poole,SG,25,WAS,2,56,25.2,.720,.692,.154,0.0,4.2,1.9,30.8,5.8,1.8,15.3,23.1,,0.2,0.0,0.2,.163,,6.9,3.8,10.7,0.2,2025
278,Craig Porter Jr.,PG,24,CLE,3,13,15.0,.400,.400,.000,0.0,15.9,8.9,18.8,0.0,14.1,0.0,16.5,,0.0,0.0,0.0,.090,,-0.9,0.0,-0.9,0.0,2025
279,Kevin Porter Jr.,SG,24,LAC,2,28,-11.8,.167,.389,.000,8.1,17.0,12.4,15.2,1.8,0.0,18.2,33.7,,-0.3,0.0,-0.3,-0.456,,-19.7,-6.6,-26.3,-0.2,2025
280,Michael Porter Jr.,SF,26,DEN,2,70,8.0,.383,.533,.100,4.3,21.1,12.5,11.9,2.1,0.0,6.0,20.1,,-0.1,0.1,0.0,-0.007,,-3.5,-3.2,-6.7,-0.1,2025
281,Bobby Portis,PF,29,MIL,2,54,16.7,.643,.211,.053,6.3,20.7,14.2,10.2,2.6,1.5,20.5,19.2,,0.0,0.1,0.1,.082,,-2.1,-0.7,-2.8,0.0,2025
282,Dwight Powell,C,33,DAL,2,3,37.6,1.000,.000,.000,29.4,0.0,16.4,0.0,0.0,0.0,0.0,13.8,,0.0,0.0,0.0,.360,,12.4,-4.8,7.6,0.0,2025
283,Norman Powell,SG,31,LAC,2,73,21.9,.659,.486,.243,3.1,8.1,5.6,9.9,0.7,1.5,6.8,25.8,,0.2,0.1,0.3,.207,,6.4,-0.8,5.6,0.1,2025
284,Taurean Prince,PF,30,MIL,2,60,21.0,.964,.429,.000,5.6,15.5,11.1,11.2,0.8,0.0,0.0,9.9,,0.3,0.0,0.3,.254,,4.1,-1.0,3.0,0.1,2025
285,Payton Pritchard,SG,27,BOS,3,72,15.1,.601,.897,.138,1.5,10.5,5.7,11.3,0.7,0.0,3.1,19.2,,0.2,0.0,0.2,.166,,1.1,-2.9,-1.8,0.0,2025
286,Olivier-Maxence Prosper,PF,22,DAL,2,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.001,,-7.9,-4.1,-12.0,0.0,2025
287,Trevelin Queen,SG,27,ORL,1,3,-16.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.1,,0.0,0.0,0.0,-0.438,,-17.2,-8.6,-25.8,0.0,2025
288,Neemias Queta,C,25,BOS,2,18,25.4,.761,.143,.286,24.6,21.1,23.0,0.0,0.0,0.0,11.3,21.4,,0.1,0.0,0.1,.305,,0.0,-3.2,-3.2,0.0,2025
289,Immanuel Quickley,PG,25,TOR,1,14,25.6,.604,.444,.444,0.0,17.0,8.5,58.1,3.4,0.0,15.7,36.8,,0.0,0.0,0.1,.192,,5.0,-0.7,4.3,0.0,2025
290,Lester Quiñones,SG,24,PHI,1,3,10.1,.000,1.000,.000,31.7,0.0,18.1,45.7,0.0,0.0,0.0,13.6,,0.0,0.0,0.0,-0.102,,4.1,-6.3,-2.2,0.0,2025
291,Julius Randle,PF,30,MIN,3,105,23.1,.723,.302,.395,6.5,17.4,12.1,22.9,0.0,0.0,15.1,24.7,,0.4,0.1,0.5,.226,,4.4,-0.6,3.8,0.2,2025
292,Duop Reath,C,28,POR,1,3,31.8,.750,.500,.000,32.7,0.0,16.8,78.0,0.0,0.0,33.3,39.7,,0.0,0.0,0.0,.115,,14.6,-1.7,12.9,0.0,2025
293,Austin Reaves,SG,26,LAL,3,106,18.7,.657,.421,.184,8.7,14.1,11.3,24.1,1.8,2.0,19.6,20.4,,0.2,0.1,0.3,.136,,2.2,-0.7,1.5,0.1,2025
294,Paul Reed,PF,25,DET,1,7,-4.6,,,,17.3,0.0,8.6,17.3,0.0,0.0,100.0,12.2,,0.0,0.0,0.0,-0.290,,-9.7,-2.7,-12.5,0.0,2025
295,Antonio Reeves,SG,24,NOP,1,1,-153.5,.000,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,,-0.1,0.0,-0.1,-4.380,,-108.7,-60.9,-169.6,0.0,2025
296,Naz Reid,C,25,MIN,3,74,19.0,.687,.520,.440,3.1,27.6,15.7,10.6,0.7,0.0,9.1,19.3,,0.2,0.1,0.3,.223,,2.1,0.3,2.4,0.1,2025
297,Nick Richards,C,27,CHO,3,89,17.1,.632,.056,.722,13.8,24.4,19.1,6.7,0.5,6.3,17.4,13.0,,0.2,0.1,0.2,.134,,-1.9,-1.3,-3.2,0.0,2025
298,Zaccharie Risacher,SF,19,ATL,2,38,2.3,.384,.615,.462,3.1,0.0,1.4,3.6,0.0,2.7,6.0,18.4,,-0.1,0.0,-0.1,-0.122,,-6.8,-7.3,-14.2,-0.1,2025
299,Duncan Robinson,SF,30,MIA,2,35,1.3,.333,.667,.000,0.0,2.9,1.5,9.0,0.0,5.8,0.0,18.9,,-0.1,0.0,-0.1,-0.121,,-8.8,-4.5,-13.3,-0.1,2025
300,Jeremiah Robinson-Earl,PF,24,NOP,2,11,16.2,1.000,1.000,.000,0.0,30.1,14.5,13.7,4.1,0.0,40.0,18.8,,0.0,0.0,0.0,.113,,-2.3,3.2,1.0,0.0,2025
301,Ryan Rollins,PG,22,MIL,2,3,21.7,1.136,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,,0.0,0.0,0.0,.454,,-3.2,0.7,-2.5,0.0,2025
302,Terry Rozier,PG,30,MIA,2,64,16.4,.614,.481,.333,0.0,17.4,8.8,22.2,0.0,3.2,13.9,24.7,,0.1,0.0,0.1,.091,,-0.1,-2.3,-2.4,0.0,2025
303,Rayan Rupert,SG,20,POR,1,17,14.8,.750,.250,.000,5.8,12.1,8.9,0.0,2.7,0.0,0.0,9.3,,0.0,0.0,0.0,.131,,-2.1,-0.9,-3.1,0.0,2025
304,D'Angelo Russell,PG,28,LAL,3,96,10.3,.495,.552,.103,2.4,6.5,4.4,19.8,2.5,1.1,14.2,15.6,,0.0,0.1,0.1,.047,,-3.0,-0.9,-3.9,0.0,2025
305,Domantas Sabonis,C,28,SAC,2,75,27.5,.769,.259,.630,6.6,25.6,16.3,23.5,1.9,2.7,14.8,23.6,,0.4,0.0,0.4,.252,,5.7,1.1,6.8,0.2,2025
306,Tidjane Salaün,PF,19,CHO,1,9,-4.5,.000,1.000,.000,0.0,11.5,5.7,0.0,5.4,0.0,50.0,8.9,,0.0,0.0,0.0,-0.183,,-13.5,-0.7,-14.3,0.0,2025
307,Gui Santos,PF,22,GSW,2,11,6.5,.798,.000,2.000,0.0,31.7,17.1,9.7,0.0,0.0,34.7,10.1,,0.0,0.0,0.0,.186,,-10.0,1.3,-8.7,0.0,2025
308,Dario Šarić,PF,30,DEN,2,22,1.2,.250,.250,.000,4.5,9.6,7.0,0.0,2.2,0.0,0.0,7.7,,0.0,0.0,0.0,-0.014,,-9.3,-4.0,-13.3,-0.1,2025
309,Alex Sarr,PF,19,WAS,2,47,9.9,.391,.647,.118,6.0,20.2,12.3,6.0,1.0,8.7,0.0,15.0,,0.0,0.0,0.0,-0.017,,-4.7,-1.1,-5.9,0.0,2025
310,Marcus Sasser,PG,24,DET,2,5,37.3,1.000,.000,.000,24.2,24.0,24.1,63.9,0.0,0.0,0.0,8.5,,0.1,0.0,0.1,.494,,15.9,4.4,20.3,0.0,2025
311,Baylor Scheierman,SG,24,BOS,1,8,10.3,.515,.667,.667,0.0,15.8,7.4,0.0,0.0,0.0,0.0,21.1,,0.0,0.0,0.0,.093,,-6.0,-2.1,-8.1,0.0,2025
312,Dennis Schröder,PG,31,BRK,2,67,11.2,.539,.357,.214,0.0,7.4,3.5,32.2,1.4,0.0,18.6,23.2,,0.0,0.0,0.0,.003,,-2.1,-3.3,-5.5,-0.1,2025
313,Alperen Sengun,C,22,HOU,3,88,19.6,.478,.163,.326,12.6,32.0,21.5,16.2,3.8,1.0,12.5,25.2,,0.0,0.2,0.3,.140,,0.0,0.9,0.9,0.1,2025
314,Brice Sensabaugh,SF,21,UTA,2,30,12.5,.487,.636,.273,13.2,3.3,8.2,0.0,3.1,0.0,7.5,17.2,,0.0,0.0,0.0,.003,,0.5,-2.8,-2.3,0.0,2025
315,Collin Sexton,SG,26,UTA,2,46,9.0,.524,.095,.619,2.2,6.4,4.3,16.6,1.0,2.0,23.0,29.3,,-0.1,0.0,-0.1,-0.144,,-4.5,-4.2,-8.7,-0.1,2025
316,Jamal Shead,PG,22,TOR,3,63,7.3,.537,.364,.227,0.0,5.7,2.8,35.0,0.8,1.5,29.2,21.9,,-0.1,0.0,-0.1,-0.069,,-3.8,-5.1,-8.9,-0.1,2025
317,Ben Sheppard,SG,23,IND,2,18,0.3,.500,.250,.000,0.0,13.5,7.0,0.0,0.0,4.8,0.0,9.8,,0.0,0.0,0.0,-0.017,,-13.1,-2.1,-15.2,-0.1,2025
318,Reed Sheppard,SG,20,HOU,3,35,4.9,.417,.500,.000,2.6,6.2,4.3,24.1,1.4,2.4,25.0,18.0,,-0.1,0.0,0.0,-0.048,,-6.4,-1.5,-7.9,-0.1,2025
319,Pascal Siakam,PF,30,IND,2,55,23.1,.550,.269,.192,11.8,17.7,14.8,31.8,1.8,0.0,6.6,24.3,,0.1,0.0,0.1,.129,,4.8,-2.0,2.7,0.1,2025
320,Ben Simmons,PG,28,BRK,2,48,6.7,.604,.000,.444,4.6,23.4,13.4,33.8,1.0,4.1,48.2,17.9,,-0.1,0.0,-0.1,-0.068,,-7.6,-0.6,-8.3,-0.1,2025
321,Anfernee Simons,SG,25,POR,2,69,8.8,.511,.500,.438,0.0,4.5,2.2,24.1,1.3,0.0,19.1,27.1,,-0.1,0.0,-0.1,-0.080,,-2.7,-4.6,-7.3,-0.1,2025
322,Jericho Sims,C,26,NYK,2,39,12.5,.750,.000,.000,10.7,24.3,18.1,3.1,0.0,5.7,20.0,6.0,,0.1,0.0,0.1,.081,,-1.0,-1.3,-2.3,0.0,2025
323,Marcus Smart,PG,30,MEM,3,68,8.4,.501,.435,.391,4.6,4.5,4.5,11.5,2.7,1.4,18.2,19.5,,-0.1,0.0,0.0,-0.012,,-5.6,-1.9,-7.5,-0.1,2025
324,Dru Smith,SG,27,MIA,2,9,4.3,.000,.000,.000,23.2,0.0,11.4,29.6,0.0,11.2,50.0,9.8,,0.0,0.0,0.0,-0.053,,-8.2,-1.5,-9.7,0.0,2025
325,Jabari Smith Jr.,PF,21,HOU,3,100,9.1,.438,.400,.233,8.3,20.6,14.0,8.3,0.5,2.6,10.8,14.6,,0.0,0.1,0.1,.068,,-5.0,-1.6,-6.5,-0.1,2025
326,Jalen Smith,PF,24,CHI,3,43,22.1,.635,.476,.286,18.1,18.0,18.0,3.9,1.0,0.0,4.1,22.8,,0.2,0.1,0.2,.238,,4.1,-3.8,0.4,0.0,2025
327,Tyler Smith,PF,20,MIL,2,4,44.2,.833,.667,.000,28.2,0.0,12.8,0.0,0.0,0.0,0.0,31.8,,0.0,0.0,0.0,.391,,14.8,-5.0,9.8,0.0,2025
328,Jeremy Sochan,PF,21,SAS,2,64,15.3,.604,.120,.360,9.3,18.8,14.6,13.2,1.5,0.0,19.5,24.1,,0.0,0.1,0.1,.067,,-2.6,-1.8,-4.5,0.0,2025
329,Jaden Springer,PG,22,BOS,1,6,17.6,.266,.000,2.000,36.9,21.1,29.5,18.8,0.0,0.0,0.0,13.6,,0.0,0.0,0.0,.196,,4.0,-2.0,2.0,0.0,2025
330,Isaiah Stewart,C,23,DET,3,47,9.5,.800,.200,.000,10.3,20.4,15.4,17.2,3.1,4.3,54.5,10.0,,0.0,0.1,0.0,.034,,-6.6,3.6,-2.9,0.0,2025
331,Julian Strawther,SG,22,DEN,2,33,13.9,.636,.364,.000,3.0,3.2,3.1,22.1,4.5,0.0,15.4,16.6,,0.0,0.0,0.1,.120,,-2.5,1.0,-1.5,0.0,2025
332,Jalen Suggs,SG,23,ORL,3,65,22.4,.669,.667,.370,0.0,24.8,12.1,19.6,4.4,1.5,16.0,24.3,,0.2,0.2,0.3,.227,,1.5,2.4,3.9,0.1,2025
333,Jae'Sean Tate,SF,29,HOU,1,2,13.3,,,,0.0,54.1,24.9,60.5,0.0,0.0,,0.0,,0.0,0.0,0.0,.318,,-4.8,8.6,3.8,0.0,2025
334,Jayson Tatum,SF,26,BOS,3,97,38.2,.688,.547,.281,3.4,20.8,11.6,35.1,2.0,1.9,4.0,33.5,,0.8,0.1,0.9,.440,,14.5,1.6,16.1,0.4,2025
335,Garrett Temple,SG,38,TOR,2,9,12.6,.500,.500,.000,0.0,0.0,0.0,33.3,5.3,0.0,0.0,9.0,,0.0,0.0,0.0,.137,,-4.6,3.1,-1.5,0.0,2025
336,Dalen Terry,SG,22,CHI,3,19,13.2,.665,.000,2.000,5.1,5.1,5.1,6.7,4.6,4.2,21.0,10.0,,0.0,0.0,0.1,.171,,-3.3,2.9,-0.3,0.0,2025
337,Daniel Theis,C,32,NOP,2,37,15.3,.558,.333,.667,2.8,20.9,11.5,25.7,2.5,7.4,20.5,16.4,,0.0,0.1,0.1,.163,,-4.6,4.4,-0.2,0.0,2025
338,Cam Thomas,SG,23,BRK,2,69,24.4,.626,.409,.205,4.8,14.5,9.3,18.2,2.1,0.0,9.4,31.7,,0.2,0.0,0.2,.157,,6.4,-1.5,4.9,0.1,2025
339,Amen Thompson,SF,22,HOU,3,66,5.9,.504,.278,.611,8.4,13.1,10.6,10.5,0.0,1.3,28.3,19.0,,-0.1,0.1,0.0,-0.035,,-6.7,-2.8,-9.5,-0.1,2025
340,Klay Thompson,SG,34,DAL,2,59,23.9,.686,.759,.069,4.5,13.2,8.3,5.8,3.3,0.0,3.2,21.7,,0.2,0.1,0.3,.234,,6.0,0.8,6.8,0.1,2025
341,Tristan Thompson,PF,33,CLE,2,14,-5.5,.266,.000,2.000,0.0,14.8,8.3,0.0,0.0,0.0,21.0,14.5,,-0.1,0.0,-0.1,-0.210,,-11.4,-6.6,-18.0,-0.1,2025
342,Xavier Tillman Sr.,PF,26,BOS,3,51,11.1,.542,.667,.000,8.7,17.3,12.7,9.9,1.9,0.0,14.3,11.9,,0.1,0.0,0.1,.111,,-2.2,-1.7,-3.9,0.0,2025
343,Jacob Toppin,SF,24,NYK,2,5,-8.0,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,0.0,0.0,0.0,-0.276,,-11.1,-7.4,-18.5,0.0,2025
344,Obi Toppin,PF,26,IND,2,36,14.0,.625,.250,.000,0.0,6.8,3.5,23.0,1.4,2.4,0.0,9.8,,0.1,0.0,0.1,.100,,0.3,-0.5,-0.2,0.0,2025
345,Karl-Anthony Towns,C,29,NYK,2,56,28.9,.664,.200,.550,9.9,38.1,25.1,7.4,0.9,3.9,0.0,20.7,,0.3,0.0,0.3,.296,,5.8,-0.3,5.5,0.1,2025
346,Gary Trent Jr.,SG,26,MIL,2,68,9.1,.648,.714,.357,0.0,4.1,2.3,3.5,1.4,0.0,0.0,10.1,,0.1,0.0,0.1,.085,,-4.3,-1.9,-6.2,-0.1,2025
347,Myles Turner,C,28,IND,2,59,17.4,.622,.478,.348,2.2,30.9,17.0,12.8,0.0,10.2,18.5,24.4,,0.0,0.0,0.0,.036,,-2.0,0.1,-1.9,0.0,2025
348,Hunter Tyson,PF,24,DEN,1,2,-12.6,.000,1.000,.000,0.0,52.7,25.7,0.0,0.0,0.0,0.0,21.1,,0.0,0.0,0.0,-0.396,,-16.8,-8.9,-25.8,0.0,2025
349,Jaylon Tyson,SG,22,CLE,3,16,-0.2,.717,.500,.500,0.0,19.4,10.8,7.4,0.0,0.0,38.1,21.1,,0.0,0.0,0.0,-0.048,,-11.9,-3.7,-15.6,-0.1,2025
350,Jonas Valančiūnas,C,32,WAS,2,41,23.4,.643,.000,.200,13.8,20.2,16.6,9.4,1.1,0.0,12.1,23.9,,0.1,0.0,0.1,.090,,2.8,-2.9,0.0,0.0,2025
351,Fred VanVleet,PG,30,HOU,3,107,14.7,.542,.769,.308,1.7,7.1,4.2,21.5,2.7,0.0,8.3,17.8,,0.2,0.1,0.3,.154,,-0.2,0.3,0.0,0.1,2025
352,Gabe Vincent,PG,28,LAL,3,50,2.9,.346,.538,.000,2.3,7.4,4.8,4.9,3.8,0.0,13.3,12.7,,-0.1,0.0,-0.1,-0.053,,-9.6,0.0,-9.6,-0.1,2025
353,Nikola Vučević,C,34,CHI,3,95,20.0,.665,.317,.268,7.2,27.5,17.4,12.2,0.0,0.8,9.8,21.3,,0.3,0.1,0.4,.194,,3.2,-2.1,1.1,0.1,2025
354,Dean Wade,PF,28,CLE,3,65,17.7,.705,.722,.056,2.0,27.1,16.0,5.6,3.6,0.0,0.0,12.1,,0.2,0.2,0.3,.240,,1.8,1.0,2.8,0.1,2025
355,Franz Wagner,SF,23,ORL,3,96,24.8,.666,.431,.235,4.5,15.6,9.9,23.5,2.5,1.0,13.8,28.8,,0.3,0.2,0.4,.224,,4.2,-0.7,3.4,0.1,2025
356,Moritz Wagner,C,27,ORL,3,44,24.0,.751,.400,.300,7.4,23.6,15.3,8.8,1.1,4.5,15.0,25.6,,0.1,0.1,0.2,.227,,-0.8,0.0,-0.9,0.0,2025
357,Jabari Walker,SF,22,POR,2,24,-0.5,.333,.667,.000,4.1,21.5,12.6,0.0,0.0,0.0,25.0,6.6,,0.0,0.0,0.0,-0.070,,-9.8,-3.5,-13.3,-0.1,2025
358,Jarace Walker,PF,21,IND,2,26,24.4,.663,.600,.300,10.0,14.0,12.1,22.9,3.8,0.0,8.1,21.0,,0.1,0.0,0.1,.212,,6.0,0.5,6.5,0.1,2025
359,Cason Wallace,SG,21,OKC,2,52,9.6,.352,.278,.056,4.9,11.9,8.4,4.8,4.3,0.0,0.0,13.9,,-0.1,0.2,0.2,.139,,-6.9,3.6,-3.3,0.0,2025
360,Jordan Walsh,SF,20,BOS,2,16,-6.2,.000,.750,.000,0.0,0.0,0.0,7.0,0.0,5.8,0.0,10.9,,-0.1,0.0,-0.1,-0.189,,-10.5,-3.8,-14.3,-0.1,2025
361,Kel'el Ware,C,20,MIA,1,6,-15.4,.000,1.000,.000,0.0,16.8,8.6,0.0,0.0,0.0,50.0,14.7,,-0.1,0.0,0.0,-0.385,,-21.6,-7.2,-28.8,0.0,2025
362,P.J. Washington,PF,26,DAL,2,62,5.7,.366,.571,.095,5.7,12.6,8.7,4.4,1.6,1.7,4.4,15.3,,-0.1,0.1,0.0,-0.016,,-6.1,-2.9,-9.0,-0.1,2025
363,Lindy Waters III,SG,27,GSW,2,12,45.2,1.167,.833,.000,0.0,14.5,7.8,13.6,3.8,0.0,0.0,19.4,,0.1,0.0,0.1,.521,,18.6,8.1,26.7,0.1,2025
364,Peyton Watson,SG,22,DEN,2,27,0.8,.138,.500,.200,7.4,15.6,11.4,5.4,1.8,6.2,0.0,17.0,,-0.1,0.0,-0.1,-0.157,,-8.3,-3.4,-11.7,-0.1,2025
365,Jaylen Wells,SF,21,MEM,3,62,3.7,.367,.423,.231,5.0,4.9,5.0,6.3,0.7,0.0,0.0,18.6,,-0.1,0.0,-0.1,-0.068,,-5.5,-5.0,-10.5,-0.1,2025
366,Victor Wembanyama,PF,21,SAS,2,59,18.0,.559,.371,.400,6.0,20.3,14.1,6.1,0.0,6.0,14.5,35.0,,0.0,0.1,0.1,.049,,-1.8,-2.8,-4.6,0.0,2025
367,Blake Wesley,SG,21,SAS,2,15,20.4,.581,.000,.333,0.0,6.2,3.5,43.5,0.0,0.0,0.0,19.7,,0.1,0.0,0.1,.225,,1.9,-1.3,0.6,0.0,2025
368,Russell Westbrook,PG,36,DEN,2,40,1.8,.194,.500,.333,2.5,13.2,7.7,25.8,3.7,6.3,8.8,23.9,,-0.2,0.1,-0.2,-0.187,,-8.5,-0.6,-9.1,-0.1,2025
369,Coby White,PG,24,CHI,3,99,13.6,.537,.600,.267,0.0,17.6,8.8,22.0,2.6,0.8,16.6,24.2,,-0.1,0.2,0.1,.051,,-1.9,-0.4,-2.3,0.0,2025
370,Derrick White,SG,30,BOS,3,95,25.0,.700,.605,.289,3.5,13.3,8.1,17.1,1.0,2.9,4.5,20.5,,0.5,0.1,0.6,.298,,6.5,-0.5,5.9,0.2,2025
371,Cam Whitmore,SF,20,HOU,3,42,8.9,.436,.308,.231,4.4,10.3,7.1,0.0,0.0,2.0,3.4,27.9,,-0.1,0.0,0.0,-0.023,,-6.9,-4.4,-11.3,-0.1,2025
372,Aaron Wiggins,SG,26,OKC,2,35,21.0,.719,.250,.000,2.4,20.1,11.2,9.5,1.3,5.5,15.8,21.4,,0.1,0.1,0.2,.277,,-1.1,4.9,3.8,0.1,2025
373,Andrew Wiggins,SF,29,GSW,2,46,22.4,.580,.440,.080,15.5,19.0,17.4,19.2,0.0,3.9,7.2,23.5,,0.2,0.2,0.3,.360,,3.0,-0.6,2.3,0.1,2025
374,Cody Williams,SG,20,UTA,2,45,-0.2,.291,.500,.333,0.0,15.2,7.7,6.4,1.0,0.0,22.5,7.7,,-0.1,0.0,-0.1,-0.104,,-10.1,-2.1,-12.2,-0.1,2025
375,Grant Williams,PF,26,CHO,3,73,10.0,.530,.750,.300,5.6,8.5,7.0,15.8,2.0,1.3,18.1,15.2,,0.1,0.0,0.1,.059,,-2.3,-1.8,-4.0,0.0,2025
376,Jalen Williams,SG,23,OKC,2,66,10.9,.453,.316,.105,3.9,12.0,7.9,24.2,0.0,2.9,15.0,27.9,,-0.2,0.2,0.1,.044,,-3.6,0.0,-3.6,0.0,2025
377,Jeenathan Williams,SG,25,HOU,1,2,72.9,1.500,1.000,.000,0.0,100.0,49.8,0.0,0.0,0.0,0.0,19.7,,0.0,0.0,0.0,.516,,28.0,12.6,40.6,0.0,2025
378,Patrick Williams,PF,23,CHI,3,87,7.3,.403,.462,.115,5.6,12.2,8.9,10.9,2.0,0.9,12.8,14.3,,-0.1,0.1,0.0,.016,,-3.4,-1.7,-5.1,-0.1,2025
379,Ziaire Williams,SF,23,BRK,2,35,12.6,.576,.385,.154,6.3,28.5,16.7,9.4,1.4,0.0,12.6,18.8,,0.0,0.0,0.0,.057,,-2.1,-1.5,-3.6,0.0,2025
380,Zion Williamson,PF,24,NOP,1,29,19.1,.378,.067,.933,10.6,30.4,20.1,34.2,1.6,9.5,4.5,31.6,,0.0,0.1,0.1,.089,,-1.1,3.1,2.0,0.0,2025
381,Jalen Wilson,PF,24,BRK,2,47,6.8,.592,.700,.800,2.3,10.6,6.2,8.9,1.0,0.0,18.2,14.5,,0.0,0.0,0.0,.042,,-5.9,-2.0,-8.0,-0.1,2025
