,mp,mp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max.1,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp.1,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp.1,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
86,240.0,240.0,42.0,88.0,0.477,11.0,32.0,0.344,36.0,41.0,0.878,9.0,34.0,43.0,29.0,6.0,5.0,10.0,17.0,131.0,,,0.618,0.54,0.364,0.466,23.7,69.4,49.4,69.0,5.8,6.9,8.6,100.0,126.0,120.2,,,14.0,20.0,1.0,5.0,8.0,0.625,12.0,14.0,1.0,3.0,10.0,11.0,10.0,3.0,2.0,3.0,4.0,38.0,35.7,14.0,1.094,1.0,0.667,5.0,25.2,27.4,22.0,44.0,3.9,8.9,38.5,32.2,227.0,128.0,LAL,131,0,1,240.0,240.0,52.0,107.0,0.486,10.0,35.0,0.286,11.0,13.0,0.846,15.0,29.0,44.0,35.0,4.0,6.0,11.0,29.0,125.0,,,0.554,0.533,0.327,0.121,30.6,76.3,50.6,67.3,3.8,10.7,8.9,100.0,120.2,126.0,,,14.0,26.0,0.643,5.0,11.0,0.6,3.0,4.0,1.0,6.0,6.0,12.0,12.0,2.0,3.0,4.0,5.0,33.0,28.3,7.0,0.721,0.705,0.667,0.667,18.7,23.1,18.9,58.7,4.4,7.3,25.0,33.2,137.0,133.0,TOR,125,1,2025,2024-11-01,True
87,240.0,240.0,52.0,107.0,0.486,10.0,35.0,0.286,11.0,13.0,0.846,15.0,29.0,44.0,35.0,4.0,6.0,11.0,29.0,125.0,,,0.554,0.533,0.327,0.121,30.6,76.3,50.6,67.3,3.8,10.7,8.9,100.0,120.2,126.0,,,14.0,26.0,0.643,5.0,11.0,0.6,3.0,4.0,1.0,6.0,6.0,12.0,12.0,2.0,3.0,4.0,5.0,33.0,28.3,7.0,0.721,0.705,0.667,0.667,18.7,23.1,18.9,58.7,4.4,7.3,25.0,33.2,137.0,133.0,TOR,125,1,0,240.0,240.0,42.0,88.0,0.477,11.0,32.0,0.344,36.0,41.0,0.878,9.0,34.0,43.0,29.0,6.0,5.0,10.0,17.0,131.0,,,0.618,0.54,0.364,0.466,23.7,69.4,49.4,69.0,5.8,6.9,8.6,100.0,126.0,120.2,,,14.0,20.0,1.0,5.0,8.0,0.625,12.0,14.0,1.0,3.0,10.0,11.0,10.0,3.0,2.0,3.0,4.0,38.0,35.7,14.0,1.094,1.0,0.667,5.0,25.2,27.4,22.0,44.0,3.9,8.9,38.5,32.2,227.0,128.0,LAL,131,0,2025,2024-11-01,False
88,240.0,240.0,36.0,82.0,0.439,16.0,52.0,0.308,25.0,28.0,0.893,8.0,36.0,44.0,23.0,4.0,4.0,15.0,17.0,113.0,,,0.599,0.537,0.634,0.341,22.9,83.7,56.4,63.9,4.1,8.2,13.7,100.0,115.5,105.3,,,8.0,17.0,1.0,6.0,13.0,0.5,14.0,17.0,1.0,3.0,7.0,8.0,6.0,1.0,2.0,5.0,3.0,29.0,20.5,11.0,1.046,1.0,1.0,1.167,20.9,38.1,21.9,27.9,3.7,6.6,20.0,35.8,177.0,111.0,BOS,113,0,1,240.0,240.0,40.0,91.0,0.44,17.0,42.0,0.405,6.0,9.0,0.667,7.0,27.0,34.0,24.0,10.0,1.0,13.0,25.0,103.0,,,0.542,0.533,0.462,0.099,16.3,77.1,43.6,60.0,10.2,3.3,12.0,100.0,105.3,115.5,,,15.0,26.0,0.667,6.0,12.0,0.8,2.0,2.0,1.0,4.0,8.0,8.0,6.0,3.0,1.0,6.0,6.0,36.0,24.6,-1.0,1.0,1.0,0.833,0.333,100.0,35.1,59.6,37.6,4.6,5.1,53.2,43.0,178.0,126.0,CHO,103,1,2025,2024-11-02,True
89,240.0,240.0,40.0,91.0,0.44,17.0,42.0,0.405,6.0,9.0,0.667,7.0,27.0,34.0,24.0,10.0,1.0,13.0,25.0,103.0,,,0.542,0.533,0.462,0.099,16.3,77.1,43.6,60.0,10.2,3.3,12.0,100.0,105.3,115.5,,,15.0,26.0,0.667,6.0,12.0,0.8,2.0,2.0,1.0,4.0,8.0,8.0,6.0,3.0,1.0,6.0,6.0,36.0,24.6,-1.0,1.0,1.0,0.833,0.333,100.0,35.1,59.6,37.6,4.6,5.1,53.2,43.0,178.0,126.0,CHO,103,1,0,240.0,240.0,36.0,82.0,0.439,16.0,52.0,0.308,25.0,28.0,0.893,8.0,36.0,44.0,23.0,4.0,4.0,15.0,17.0,113.0,,,0.599,0.537,0.634,0.341,22.9,83.7,56.4,63.9,4.1,8.2,13.7,100.0,115.5,105.3,,,8.0,17.0,1.0,6.0,13.0,0.5,14.0,17.0,1.0,3.0,7.0,8.0,6.0,1.0,2.0,5.0,3.0,29.0,20.5,11.0,1.046,1.0,1.0,1.167,20.9,38.1,21.9,27.9,3.7,6.6,20.0,35.8,177.0,111.0,BOS,113,0,2025,2024-11-02,False
90,240.0,240.0,32.0,77.0,0.416,13.0,42.0,0.31,26.0,31.0,0.839,8.0,31.0,39.0,24.0,7.0,8.0,24.0,22.0,103.0,,,0.568,0.5,0.545,0.403,19.5,62.0,42.9,75.0,6.7,11.9,20.9,100.0,98.3,123.2,,,6.0,14.0,0.833,4.0,11.0,1.0,8.0,12.0,1.0,4.0,10.0,14.0,8.0,2.0,5.0,4.0,4.0,18.0,19.9,5.0,0.798,0.833,1.0,2.0,16.0,32.7,25.2,52.5,3.4,12.2,40.0,25.8,141.0,133.0,UTA,103,0,1,240.0,240.0,48.0,99.0,0.485,16.0,32.0,0.5,17.0,23.0,0.739,19.0,33.0,52.0,33.0,14.0,1.0,18.0,25.0,129.0,,,0.591,0.566,0.323,0.232,38.0,80.5,57.1,68.8,13.4,2.9,14.2,100.0,123.2,98.3,,,10.0,18.0,1.0,4.0,6.0,0.75,4.0,4.0,1.0,6.0,11.0,16.0,9.0,5.0,1.0,5.0,5.0,27.0,27.1,31.0,1.0,1.0,0.545,0.6,40.7,54.0,33.5,88.2,21.2,33.2,33.7,31.7,205.0,109.0,DEN,129,1,2025,2024-11-02,False
91,240.0,240.0,48.0,99.0,0.485,16.0,32.0,0.5,17.0,23.0,0.739,19.0,33.0,52.0,33.0,14.0,1.0,18.0,25.0,129.0,,,0.591,0.566,0.323,0.232,38.0,80.5,57.1,68.8,13.4,2.9,14.2,100.0,123.2,98.3,,,10.0,18.0,1.0,4.0,6.0,0.75,4.0,4.0,1.0,6.0,11.0,16.0,9.0,5.0,1.0,5.0,5.0,27.0,27.1,31.0,1.0,1.0,0.545,0.6,40.7,54.0,33.5,88.2,21.2,33.2,33.7,31.7,205.0,109.0,DEN,129,1,0,240.0,240.0,32.0,77.0,0.416,13.0,42.0,0.31,26.0,31.0,0.839,8.0,31.0,39.0,24.0,7.0,8.0,24.0,22.0,103.0,,,0.568,0.5,0.545,0.403,19.5,62.0,42.9,75.0,6.7,11.9,20.9,100.0,98.3,123.2,,,6.0,14.0,0.833,4.0,11.0,1.0,8.0,12.0,1.0,4.0,10.0,14.0,8.0,2.0,5.0,4.0,4.0,18.0,19.9,5.0,0.798,0.833,1.0,2.0,16.0,32.7,25.2,52.5,3.4,12.2,40.0,25.8,141.0,133.0,UTA,103,0,2025,2024-11-02,True
92,265.0,265.0,40.0,78.0,0.513,15.0,32.0,0.469,32.0,50.0,0.64,9.0,38.0,47.0,26.0,5.0,4.0,14.0,22.0,127.0,,,0.635,0.609,0.41,0.641,22.5,67.9,49.0,65.0,4.8,6.5,12.3,100.0,121.7,115.9,,,9.0,14.0,1.0,6.0,10.0,1.0,7.0,10.0,0.75,4.0,7.0,11.0,6.0,1.0,1.0,4.0,6.0,27.0,22.2,18.0,1.071,1.5,1.0,2.667,14.9,23.1,18.8,46.1,4.8,4.2,19.6,35.9,212.0,126.0,GSW,127,0,1,265.0,265.0,44.0,107.0,0.411,15.0,45.0,0.333,18.0,24.0,0.75,18.0,31.0,49.0,27.0,10.0,6.0,11.0,32.0,121.0,,,0.515,0.481,0.421,0.224,32.1,77.5,51.0,61.4,9.6,13.0,8.6,100.0,115.9,121.7,,,11.0,19.0,1.0,5.0,13.0,1.0,6.0,6.0,1.0,6.0,8.0,11.0,5.0,4.0,3.0,3.0,6.0,27.0,24.2,19.0,1.5,1.5,1.0,0.6,19.2,45.0,26.8,48.0,5.7,9.8,50.0,41.9,234.0,130.0,HOU,121,1,2025,2024-11-02,True
93,265.0,265.0,44.0,107.0,0.411,15.0,45.0,0.333,18.0,24.0,0.75,18.0,31.0,49.0,27.0,10.0,6.0,11.0,32.0,121.0,,,0.515,0.481,0.421,0.224,32.1,77.5,51.0,61.4,9.6,13.0,8.6,100.0,115.9,121.7,,,11.0,19.0,1.0,5.0,13.0,1.0,6.0,6.0,1.0,6.0,8.0,11.0,5.0,4.0,3.0,3.0,6.0,27.0,24.2,19.0,1.5,1.5,1.0,0.6,19.2,45.0,26.8,48.0,5.7,9.8,50.0,41.9,234.0,130.0,HOU,121,1,0,265.0,265.0,40.0,78.0,0.513,15.0,32.0,0.469,32.0,50.0,0.64,9.0,38.0,47.0,26.0,5.0,4.0,14.0,22.0,127.0,,,0.635,0.609,0.41,0.641,22.5,67.9,49.0,65.0,4.8,6.5,12.3,100.0,121.7,115.9,,,9.0,14.0,1.0,6.0,10.0,1.0,7.0,10.0,0.75,4.0,7.0,11.0,6.0,1.0,1.0,4.0,6.0,27.0,22.2,18.0,1.071,1.5,1.0,2.667,14.9,23.1,18.8,46.1,4.8,4.2,19.6,35.9,212.0,126.0,GSW,127,0,2025,2024-11-02,False
94,240.0,240.0,36.0,84.0,0.429,16.0,39.0,0.41,17.0,19.0,0.895,3.0,38.0,41.0,25.0,11.0,3.0,12.0,22.0,105.0,,,0.568,0.524,0.464,0.226,7.0,79.2,45.1,69.4,10.9,6.8,11.5,100.0,104.5,91.6,,,7.0,16.0,1.0,4.0,8.0,1.0,9.0,9.0,1.0,1.0,13.0,14.0,9.0,3.0,1.0,4.0,4.0,25.0,22.1,21.0,1.5,1.5,1.0,0.643,5.0,44.3,25.2,54.5,11.8,4.4,100.0,30.8,300.0,102.0,OKC,105,0,1,240.0,240.0,32.0,79.0,0.405,11.0,35.0,0.314,17.0,26.0,0.654,10.0,40.0,50.0,23.0,10.0,7.0,22.0,17.0,92.0,,,0.509,0.475,0.443,0.329,20.8,93.0,54.9,71.9,10.0,15.6,19.6,100.0,91.6,104.5,,,9.0,14.0,1.0,3.0,9.0,1.0,6.0,6.0,1.0,3.0,13.0,13.0,7.0,3.0,3.0,4.0,4.0,24.0,17.4,7.0,1.0,1.0,0.8,1.0,20.3,44.7,22.3,44.1,4.7,25.3,58.1,30.4,234.0,114.0,LAC,92,1,2025,2024-11-02,True
95,240.0,240.0,32.0,79.0,0.405,11.0,35.0,0.314,17.0,26.0,0.654,10.0,40.0,50.0,23.0,10.0,7.0,22.0,17.0,92.0,,,0.509,0.475,0.443,0.329,20.8,93.0,54.9,71.9,10.0,15.6,19.6,100.0,91.6,104.5,,,9.0,14.0,1.0,3.0,9.0,1.0,6.0,6.0,1.0,3.0,13.0,13.0,7.0,3.0,3.0,4.0,4.0,24.0,17.4,7.0,1.0,1.0,0.8,1.0,20.3,44.7,22.3,44.1,4.7,25.3,58.1,30.4,234.0,114.0,LAC,92,1,0,240.0,240.0,36.0,84.0,0.429,16.0,39.0,0.41,17.0,19.0,0.895,3.0,38.0,41.0,25.0,11.0,3.0,12.0,22.0,105.0,,,0.568,0.524,0.464,0.226,7.0,79.2,45.1,69.4,10.9,6.8,11.5,100.0,104.5,91.6,,,7.0,16.0,1.0,4.0,8.0,1.0,9.0,9.0,1.0,1.0,13.0,14.0,9.0,3.0,1.0,4.0,4.0,25.0,22.1,21.0,1.5,1.5,1.0,0.643,5.0,44.3,25.2,54.5,11.8,4.4,100.0,30.8,300.0,102.0,OKC,105,0,2025,2024-11-02,False
96,240.0,240.0,44.0,91.0,0.484,15.0,38.0,0.395,11.0,15.0,0.733,10.0,35.0,45.0,31.0,3.0,2.0,7.0,20.0,114.0,,,0.584,0.566,0.418,0.165,22.2,77.8,50.0,70.5,3.2,4.0,6.7,100.0,120.1,119.0,,,11.0,25.0,0.8,5.0,9.0,0.75,4.0,6.0,1.0,2.0,10.0,12.0,10.0,1.0,1.0,2.0,5.0,30.0,20.0,12.0,1.105,1.1,0.9,0.6,7.6,32.9,19.7,42.6,2.2,4.6,25.4,36.9,234.0,124.0,CLE,114,0,1,240.0,240.0,43.0,89.0,0.483,18.0,39.0,0.462,9.0,15.0,0.6,10.0,35.0,45.0,24.0,3.0,3.0,13.0,23.0,113.0,,,0.591,0.584,0.438,0.169,22.2,77.8,50.0,55.8,3.2,5.7,12.0,100.0,119.0,120.1,,,15.0,27.0,0.857,10.0,15.0,0.8,5.0,8.0,0.625,6.0,10.0,16.0,9.0,1.0,2.0,3.0,5.0,41.0,33.8,10.0,1.143,1.143,1.0,0.333,16.5,37.0,22.0,45.4,1.6,5.2,50.0,34.2,242.0,125.0,MIL,113,1,2025,2024-11-02,True
97,240.0,240.0,43.0,89.0,0.483,18.0,39.0,0.462,9.0,15.0,0.6,10.0,35.0,45.0,24.0,3.0,3.0,13.0,23.0,113.0,,,0.591,0.584,0.438,0.169,22.2,77.8,50.0,55.8,3.2,5.7,12.0,100.0,119.0,120.1,,,15.0,27.0,0.857,10.0,15.0,0.8,5.0,8.0,0.625,6.0,10.0,16.0,9.0,1.0,2.0,3.0,5.0,41.0,33.8,10.0,1.143,1.143,1.0,0.333,16.5,37.0,22.0,45.4,1.6,5.2,50.0,34.2,242.0,125.0,MIL,113,1,0,240.0,240.0,44.0,91.0,0.484,15.0,38.0,0.395,11.0,15.0,0.733,10.0,35.0,45.0,31.0,3.0,2.0,7.0,20.0,114.0,,,0.584,0.566,0.418,0.165,22.2,77.8,50.0,70.5,3.2,4.0,6.7,100.0,120.1,119.0,,,11.0,25.0,0.8,5.0,9.0,0.75,4.0,6.0,1.0,2.0,10.0,12.0,10.0,1.0,1.0,2.0,5.0,30.0,20.0,12.0,1.105,1.1,0.9,0.6,7.6,32.9,19.7,42.6,2.2,4.6,25.4,36.9,234.0,124.0,CLE,114,0,2025,2024-11-02,False
98,240.0,240.0,48.0,87.0,0.552,12.0,27.0,0.444,16.0,21.0,0.762,11.0,41.0,52.0,35.0,9.0,6.0,17.0,22.0,124.0,,,0.644,0.621,0.31,0.241,30.6,83.7,61.2,72.9,8.9,14.0,15.0,100.0,123.1,106.3,,,11.0,16.0,0.7,5.0,7.0,0.714,6.0,8.0,1.0,5.0,12.0,13.0,13.0,3.0,2.0,6.0,5.0,27.0,25.6,21.0,0.958,0.95,0.8,0.615,30.3,33.8,25.7,51.9,4.6,8.6,37.5,31.2,182.0,117.0,MEM,124,0,1,240.0,240.0,36.0,89.0,0.404,19.0,46.0,0.413,16.0,20.0,0.8,8.0,25.0,33.0,22.0,11.0,5.0,14.0,19.0,107.0,,,0.547,0.511,0.517,0.225,16.3,69.4,38.8,61.1,10.9,8.3,12.5,100.0,106.3,123.1,,,8.0,19.0,1.0,4.0,10.0,0.75,7.0,10.0,1.0,2.0,7.0,9.0,6.0,3.0,3.0,4.0,5.0,23.0,16.9,3.0,1.025,1.125,1.0,1.429,67.6,31.9,38.9,54.9,4.6,11.8,50.0,59.2,253.0,133.0,PHI,107,1,2025,2024-11-02,True
99,240.0,240.0,36.0,89.0,0.404,19.0,46.0,0.413,16.0,20.0,0.8,8.0,25.0,33.0,22.0,11.0,5.0,14.0,19.0,107.0,,,0.547,0.511,0.517,0.225,16.3,69.4,38.8,61.1,10.9,8.3,12.5,100.0,106.3,123.1,,,8.0,19.0,1.0,4.0,10.0,0.75,7.0,10.0,1.0,2.0,7.0,9.0,6.0,3.0,3.0,4.0,5.0,23.0,16.9,3.0,1.025,1.125,1.0,1.429,67.6,31.9,38.9,54.9,4.6,11.8,50.0,59.2,253.0,133.0,PHI,107,1,0,240.0,240.0,48.0,87.0,0.552,12.0,27.0,0.444,16.0,21.0,0.762,11.0,41.0,52.0,35.0,9.0,6.0,17.0,22.0,124.0,,,0.644,0.621,0.31,0.241,30.6,83.7,61.2,72.9,8.9,14.0,15.0,100.0,123.1,106.3,,,11.0,16.0,0.7,5.0,7.0,0.714,6.0,8.0,1.0,5.0,12.0,13.0,13.0,3.0,2.0,6.0,5.0,27.0,25.6,21.0,0.958,0.95,0.8,0.615,30.3,33.8,25.7,51.9,4.6,8.6,37.5,31.2,182.0,117.0,MEM,124,0,2025,2024-11-02,False
100,240.0,240.0,37.0,111.0,0.333,14.0,43.0,0.326,9.0,11.0,0.818,14.0,42.0,56.0,17.0,10.0,5.0,6.0,18.0,97.0,,,0.419,0.396,0.387,0.099,21.9,76.4,47.1,45.9,9.7,12.2,4.9,100.0,94.5,100.4,,,8.0,25.0,0.714,4.0,13.0,0.5,3.0,3.0,1.0,5.0,12.0,13.0,6.0,2.0,2.0,1.0,2.0,20.0,12.9,18.0,0.857,0.857,0.571,0.667,10.9,34.4,17.2,49.9,8.0,10.0,20.5,27.8,149.0,109.0,POR,97,0,1,240.0,240.0,35.0,93.0,0.376,17.0,52.0,0.327,16.0,22.0,0.727,13.0,50.0,63.0,29.0,4.0,8.0,14.0,10.0,103.0,,,0.502,0.468,0.559,0.237,23.6,78.1,52.9,82.9,3.9,11.8,12.0,100.0,100.4,94.5,,,9.0,23.0,0.583,4.0,10.0,0.571,8.0,9.0,1.0,3.0,13.0,15.0,9.0,1.0,3.0,3.0,3.0,28.0,23.9,15.0,0.75,0.75,1.0,1.0,7.3,40.6,25.2,52.1,3.4,11.4,25.8,31.9,142.0,101.0,PHO,103,1,2025,2024-11-02,False
101,240.0,240.0,35.0,93.0,0.376,17.0,52.0,0.327,16.0,22.0,0.727,13.0,50.0,63.0,29.0,4.0,8.0,14.0,10.0,103.0,,,0.502,0.468,0.559,0.237,23.6,78.1,52.9,82.9,3.9,11.8,12.0,100.0,100.4,94.5,,,9.0,23.0,0.583,4.0,10.0,0.571,8.0,9.0,1.0,3.0,13.0,15.0,9.0,1.0,3.0,3.0,3.0,28.0,23.9,15.0,0.75,0.75,1.0,1.0,7.3,40.6,25.2,52.1,3.4,11.4,25.8,31.9,142.0,101.0,PHO,103,1,0,240.0,240.0,37.0,111.0,0.333,14.0,43.0,0.326,9.0,11.0,0.818,14.0,42.0,56.0,17.0,10.0,5.0,6.0,18.0,97.0,,,0.419,0.396,0.387,0.099,21.9,76.4,47.1,45.9,9.7,12.2,4.9,100.0,94.5,100.4,,,8.0,25.0,0.714,4.0,13.0,0.5,3.0,3.0,1.0,5.0,12.0,13.0,6.0,2.0,2.0,1.0,2.0,20.0,12.9,18.0,0.857,0.857,0.571,0.667,10.9,34.4,17.2,49.9,8.0,10.0,20.5,27.8,149.0,109.0,POR,97,0,2025,2024-11-02,True
102,240.0,240.0,39.0,82.0,0.476,11.0,37.0,0.297,14.0,20.0,0.7,6.0,26.0,32.0,21.0,7.0,2.0,13.0,16.0,103.0,,,0.567,0.543,0.451,0.244,14.0,78.8,42.1,53.8,7.4,4.9,12.5,100.0,108.2,118.8,,,8.0,17.0,1.0,3.0,7.0,1.0,5.0,6.0,1.0,1.0,5.0,5.0,6.0,3.0,1.0,3.0,3.0,21.0,13.4,7.0,1.064,1.5,1.0,2.0,5.3,46.4,20.2,78.6,7.2,4.9,33.3,32.0,177.0,126.0,MIN,103,0,1,240.0,240.0,43.0,83.0,0.518,13.0,42.0,0.31,14.0,17.0,0.824,7.0,37.0,44.0,32.0,6.0,5.0,13.0,16.0,113.0,,,0.624,0.596,0.506,0.205,21.2,86.0,57.9,74.4,6.3,11.1,12.6,100.0,118.8,108.2,,,10.0,17.0,0.7,3.0,8.0,0.5,4.0,5.0,1.0,2.0,9.0,10.0,13.0,2.0,2.0,3.0,4.0,25.0,21.9,13.0,0.902,0.833,0.778,0.667,9.9,84.8,48.0,53.9,4.0,8.4,34.0,35.2,166.0,115.0,SAS,113,1,2025,2024-11-02,False
103,240.0,240.0,43.0,83.0,0.518,13.0,42.0,0.31,14.0,17.0,0.824,7.0,37.0,44.0,32.0,6.0,5.0,13.0,16.0,113.0,,,0.624,0.596,0.506,0.205,21.2,86.0,57.9,74.4,6.3,11.1,12.6,100.0,118.8,108.2,,,10.0,17.0,0.7,3.0,8.0,0.5,4.0,5.0,1.0,2.0,9.0,10.0,13.0,2.0,2.0,3.0,4.0,25.0,21.9,13.0,0.902,0.833,0.778,0.667,9.9,84.8,48.0,53.9,4.0,8.4,34.0,35.2,166.0,115.0,SAS,113,1,0,240.0,240.0,39.0,82.0,0.476,11.0,37.0,0.297,14.0,20.0,0.7,6.0,26.0,32.0,21.0,7.0,2.0,13.0,16.0,103.0,,,0.567,0.543,0.451,0.244,14.0,78.8,42.1,53.8,7.4,4.9,12.5,100.0,108.2,118.8,,,8.0,17.0,1.0,3.0,7.0,1.0,5.0,6.0,1.0,1.0,5.0,5.0,6.0,3.0,1.0,3.0,3.0,21.0,13.4,7.0,1.064,1.5,1.0,2.0,5.3,46.4,20.2,78.6,7.2,4.9,33.3,32.0,177.0,126.0,MIN,103,0,2025,2024-11-02,True
104,265.0,265.0,46.0,100.0,0.46,10.0,40.0,0.25,26.0,32.0,0.813,15.0,34.0,49.0,21.0,16.0,3.0,18.0,22.0,128.0,,,0.561,0.51,0.4,0.32,30.6,73.9,51.6,45.7,14.2,5.2,13.6,100.0,113.4,116.0,,,12.0,27.0,0.563,3.0,11.0,0.5,8.0,10.0,1.0,7.0,13.0,20.0,10.0,5.0,2.0,6.0,6.0,33.0,23.4,12.0,0.694,0.75,1.0,1.0,17.7,35.0,26.1,31.1,18.1,6.9,100.0,33.8,146.0,125.0,SAC,128,0,1,265.0,265.0,46.0,95.0,0.484,17.0,37.0,0.459,22.0,31.0,0.71,12.0,34.0,46.0,31.0,13.0,3.0,19.0,25.0,131.0,,,0.603,0.574,0.389,0.326,26.1,69.4,48.4,67.4,11.5,5.0,14.9,100.0,116.0,113.4,,,10.0,26.0,0.75,4.0,9.0,0.8,8.0,11.0,1.0,5.0,7.0,9.0,7.0,5.0,1.0,5.0,6.0,31.0,21.9,17.0,0.917,0.917,1.0,2.0,35.5,21.7,20.6,49.1,6.3,5.4,45.5,34.2,166.0,124.0,TOR,131,1,2025,2024-11-02,False
105,265.0,265.0,46.0,95.0,0.484,17.0,37.0,0.459,22.0,31.0,0.71,12.0,34.0,46.0,31.0,13.0,3.0,19.0,25.0,131.0,,,0.603,0.574,0.389,0.326,26.1,69.4,48.4,67.4,11.5,5.0,14.9,100.0,116.0,113.4,,,10.0,26.0,0.75,4.0,9.0,0.8,8.0,11.0,1.0,5.0,7.0,9.0,7.0,5.0,1.0,5.0,6.0,31.0,21.9,17.0,0.917,0.917,1.0,2.0,35.5,21.7,20.6,49.1,6.3,5.4,45.5,34.2,166.0,124.0,TOR,131,1,0,265.0,265.0,46.0,100.0,0.46,10.0,40.0,0.25,26.0,32.0,0.813,15.0,34.0,49.0,21.0,16.0,3.0,18.0,22.0,128.0,,,0.561,0.51,0.4,0.32,30.6,73.9,51.6,45.7,14.2,5.2,13.6,100.0,113.4,116.0,,,12.0,27.0,0.563,3.0,11.0,0.5,8.0,10.0,1.0,7.0,13.0,20.0,10.0,5.0,2.0,6.0,6.0,33.0,23.4,12.0,0.694,0.75,1.0,1.0,17.7,35.0,26.1,31.1,18.1,6.9,100.0,33.8,146.0,125.0,SAC,128,0,2025,2024-11-02,True
106,240.0,240.0,43.0,102.0,0.422,15.0,37.0,0.405,17.0,24.0,0.708,21.0,44.0,65.0,19.0,6.0,3.0,14.0,18.0,118.0,,,0.524,0.495,0.363,0.235,36.8,84.6,59.6,44.2,5.9,5.4,11.1,100.0,115.1,95.6,,,12.0,24.0,1.0,5.0,7.0,0.714,6.0,8.0,1.0,6.0,9.0,14.0,4.0,3.0,2.0,4.0,6.0,32.0,26.7,29.0,1.0,1.0,0.875,0.667,18.4,75.9,36.2,21.7,6.1,12.5,50.0,46.8,178.0,102.0,MIA,118,0,1,240.0,240.0,38.0,91.0,0.418,7.0,35.0,0.2,15.0,21.0,0.714,8.0,36.0,44.0,23.0,12.0,10.0,12.0,22.0,98.0,,,0.489,0.456,0.385,0.231,15.4,63.2,40.4,60.5,11.7,15.4,10.7,100.0,95.6,115.1,,,8.0,18.0,0.8,2.0,8.0,1.0,4.0,6.0,1.0,3.0,7.0,8.0,8.0,4.0,4.0,4.0,4.0,22.0,19.4,3.0,1.0,1.0,1.0,0.667,11.5,28.6,19.2,59.3,14.3,10.9,20.5,39.3,161.0,129.0,WAS,98,1,2025,2024-11-02,True
107,240.0,240.0,38.0,91.0,0.418,7.0,35.0,0.2,15.0,21.0,0.714,8.0,36.0,44.0,23.0,12.0,10.0,12.0,22.0,98.0,,,0.489,0.456,0.385,0.231,15.4,63.2,40.4,60.5,11.7,15.4,10.7,100.0,95.6,115.1,,,8.0,18.0,0.8,2.0,8.0,1.0,4.0,6.0,1.0,3.0,7.0,8.0,8.0,4.0,4.0,4.0,4.0,22.0,19.4,3.0,1.0,1.0,1.0,0.667,11.5,28.6,19.2,59.3,14.3,10.9,20.5,39.3,161.0,129.0,WAS,98,1,0,240.0,240.0,43.0,102.0,0.422,15.0,37.0,0.405,17.0,24.0,0.708,21.0,44.0,65.0,19.0,6.0,3.0,14.0,18.0,118.0,,,0.524,0.495,0.363,0.235,36.8,84.6,59.6,44.2,5.9,5.4,11.1,100.0,115.1,95.6,,,12.0,24.0,1.0,5.0,7.0,0.714,6.0,8.0,1.0,6.0,9.0,14.0,4.0,3.0,2.0,4.0,6.0,32.0,26.7,29.0,1.0,1.0,0.875,0.667,18.4,75.9,36.2,21.7,6.1,12.5,50.0,46.8,178.0,102.0,MIA,118,0,2025,2024-11-02,False
