,team,total,home,team_opp,total_opp,home_opp,date,Season,won,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,PER_Combined,PER_Combined_opp
220,PHI,98,0,LAC,110,1,2024-11-06,2025,False,240.0,40.0,73.0,0.548,7.0,25.0,0.28,11.0,19.0,0.579,10.0,22.0,32.0,19.0,10.0,2.0,20.0,22.0,0.602,0.596,0.342,0.26,32.3,73.3,52.5,47.5,11.2,4.5,19.7,100.0,109.5,122.9,8.0,13.0,0.833,2.0,6.0,1.0,5.0,10.0,1.0,4.0,6.0,10.0,4.0,3.0,1.0,4.0,5.0,18.0,7.0,0.911,0.889,1.0,1.0,19.7,34.7,24.2,36.9,8.3,4.6,58.1,29.7,168.0,131.0,41.0,72.0,0.569,12.0,28.0,0.429,16.0,19.0,0.842,8.0,21.0,29.0,27.0,12.0,1.0,19.0,16.0,0.684,0.653,0.389,0.264,26.7,67.7,47.5,65.9,13.4,2.1,19.1,100.0,122.9,109.5,8.0,15.0,1.0,6.0,8.0,0.75,7.0,9.0,1.0,2.0,7.0,9.0,6.0,3.0,1.0,6.0,4.0,26.0,17.0,1.105,1.1,1.0,0.6,13.0,46.0,23.4,36.8,15.9,2.9,50.0,43.0,201.0,119.0,66.5,56.7
221,LAL,114,0,MEM,131,1,2024-11-06,2025,False,240.0,41.0,93.0,0.441,15.0,48.0,0.313,17.0,21.0,0.81,9.0,28.0,37.0,23.0,10.0,1.0,11.0,18.0,0.558,0.522,0.516,0.226,19.1,70.0,42.5,56.1,9.6,1.7,9.7,100.0,109.9,126.3,15.0,24.0,0.714,6.0,11.0,1.0,3.0,4.0,1.0,3.0,8.0,10.0,6.0,3.0,1.0,5.0,5.0,39.0,3.0,0.856,0.857,1.0,1.0,11.4,27.7,15.9,39.3,4.3,6.1,18.4,36.8,179.0,134.0,48.0,93.0,0.516,17.0,34.0,0.5,18.0,23.0,0.783,12.0,38.0,50.0,28.0,5.0,6.0,18.0,17.0,0.635,0.608,0.366,0.247,30.0,80.9,57.5,58.3,4.8,13.3,14.9,100.0,126.3,109.9,8.0,17.0,0.7,5.0,7.0,0.75,4.0,5.0,1.0,4.0,9.0,12.0,8.0,1.0,3.0,5.0,3.0,20.0,22.0,0.919,0.95,0.857,2.0,32.7,29.3,26.3,40.1,1.9,10.0,34.7,59.0,160.0,119.0,72.5,91.19999999999999
222,LAC,110,1,PHI,98,0,2024-11-06,2025,True,240.0,41.0,72.0,0.569,12.0,28.0,0.429,16.0,19.0,0.842,8.0,21.0,29.0,27.0,12.0,1.0,19.0,16.0,0.684,0.653,0.389,0.264,26.7,67.7,47.5,65.9,13.4,2.1,19.1,100.0,122.9,109.5,8.0,15.0,1.0,6.0,8.0,0.75,7.0,9.0,1.0,2.0,7.0,9.0,6.0,3.0,1.0,6.0,4.0,26.0,17.0,1.105,1.1,1.0,0.6,13.0,46.0,23.4,36.8,15.9,2.9,50.0,43.0,201.0,119.0,40.0,73.0,0.548,7.0,25.0,0.28,11.0,19.0,0.579,10.0,22.0,32.0,19.0,10.0,2.0,20.0,22.0,0.602,0.596,0.342,0.26,32.3,73.3,52.5,47.5,11.2,4.5,19.7,100.0,109.5,122.9,8.0,13.0,0.833,2.0,6.0,1.0,5.0,10.0,1.0,4.0,6.0,10.0,4.0,3.0,1.0,4.0,5.0,18.0,7.0,0.911,0.889,1.0,1.0,19.7,34.7,24.2,36.9,8.3,4.6,58.1,29.7,168.0,131.0,91.19999999999999,72.5
223,ORL,111,0,IND,118,1,2024-11-06,2025,False,240.0,42.0,82.0,0.512,7.0,25.0,0.28,20.0,26.0,0.769,10.0,28.0,38.0,26.0,6.0,5.0,16.0,22.0,0.594,0.555,0.305,0.317,23.8,87.5,51.4,61.9,6.3,10.0,14.6,100.0,116.3,123.6,10.0,23.0,1.0,2.0,7.0,0.5,6.0,8.0,1.0,4.0,8.0,12.0,6.0,2.0,3.0,5.0,5.0,28.0,5.0,0.922,1.0,0.667,0.875,15.3,40.2,26.1,30.6,3.7,9.7,31.5,56.9,147.0,131.0,41.0,76.0,0.539,12.0,26.0,0.462,24.0,26.0,0.923,4.0,32.0,36.0,21.0,7.0,3.0,11.0,24.0,0.675,0.618,0.342,0.342,12.5,76.2,48.6,51.2,7.3,5.3,11.2,100.0,123.6,116.3,7.0,17.0,1.0,3.0,6.0,1.0,13.0,14.0,1.0,1.0,10.0,11.0,5.0,2.0,2.0,4.0,4.0,20.0,8.0,1.214,1.214,1.0,2.0,6.5,33.7,21.0,69.2,4.3,4.6,36.4,32.2,241.0,123.0,56.7,66.5
224,SAC,122,1,TOR,107,0,2024-11-06,2025,True,240.0,42.0,90.0,0.467,10.0,35.0,0.286,28.0,32.0,0.875,15.0,32.0,47.0,26.0,7.0,5.0,10.0,13.0,0.586,0.522,0.389,0.356,36.6,80.0,58.0,61.9,7.4,9.3,8.8,100.0,128.2,112.4,11.0,21.0,1.0,3.0,8.0,0.5,9.0,10.0,1.0,7.0,7.0,12.0,13.0,2.0,4.0,3.0,4.0,27.0,16.0,1.037,1.0,1.0,2.0,23.4,49.9,24.7,55.6,4.8,24.7,34.7,37.1,219.0,120.0,43.0,88.0,0.489,10.0,34.0,0.294,11.0,15.0,0.733,8.0,26.0,34.0,25.0,7.0,1.0,12.0,23.0,0.566,0.545,0.386,0.17,20.0,63.4,42.0,58.1,7.4,1.8,11.3,100.0,112.4,128.2,9.0,19.0,0.727,3.0,7.0,0.667,4.0,5.0,1.0,4.0,7.0,8.0,6.0,2.0,1.0,3.0,4.0,23.0,8.0,0.842,0.818,0.778,0.667,26.5,46.2,23.4,44.1,3.1,5.5,27.3,35.5,163.0,132.0,53.5,86.8
225,MEM,131,1,LAL,114,0,2024-11-06,2025,True,240.0,48.0,93.0,0.516,17.0,34.0,0.5,18.0,23.0,0.783,12.0,38.0,50.0,28.0,5.0,6.0,18.0,17.0,0.635,0.608,0.366,0.247,30.0,80.9,57.5,58.3,4.8,13.3,14.9,100.0,126.3,109.9,8.0,17.0,0.7,5.0,7.0,0.75,4.0,5.0,1.0,4.0,9.0,12.0,8.0,1.0,3.0,5.0,3.0,20.0,22.0,0.919,0.95,0.857,2.0,32.7,29.3,26.3,40.1,1.9,10.0,34.7,59.0,160.0,119.0,41.0,93.0,0.441,15.0,48.0,0.313,17.0,21.0,0.81,9.0,28.0,37.0,23.0,10.0,1.0,11.0,18.0,0.558,0.522,0.516,0.226,19.1,70.0,42.5,56.1,9.6,1.7,9.7,100.0,109.9,126.3,15.0,24.0,0.714,6.0,11.0,1.0,3.0,4.0,1.0,3.0,8.0,10.0,6.0,3.0,1.0,5.0,5.0,39.0,3.0,0.856,0.857,1.0,1.0,11.4,27.7,15.9,39.3,4.3,6.1,18.4,36.8,179.0,134.0,43.5,52.1
226,NOP,122,1,CLE,131,0,2024-11-06,2025,False,240.0,42.0,88.0,0.477,13.0,27.0,0.481,25.0,28.0,0.893,8.0,25.0,33.0,21.0,8.0,8.0,10.0,14.0,0.608,0.551,0.307,0.318,19.0,67.6,41.8,50.0,8.1,13.1,9.1,100.0,122.8,131.8,10.0,20.0,0.714,7.0,8.0,1.0,11.0,13.0,1.0,3.0,6.0,8.0,5.0,3.0,3.0,4.0,4.0,29.0,1.0,0.964,0.964,0.571,0.722,18.3,28.0,16.6,24.2,4.9,12.6,14.4,41.3,176.0,141.0,52.0,96.0,0.542,17.0,35.0,0.486,10.0,13.0,0.769,12.0,34.0,46.0,33.0,6.0,10.0,13.0,21.0,0.644,0.63,0.365,0.135,32.4,81.0,58.2,63.5,6.0,16.4,11.3,100.0,131.8,122.8,10.0,20.0,1.0,4.0,9.0,1.0,6.0,6.0,1.0,5.0,12.0,14.0,9.0,2.0,3.0,3.0,6.0,29.0,24.0,1.167,1.167,1.0,0.3,22.7,39.4,24.4,38.1,6.1,30.2,25.0,32.1,233.0,131.0,51.10000000000001,67.5
227,IND,118,1,ORL,111,0,2024-11-06,2025,True,240.0,41.0,76.0,0.539,12.0,26.0,0.462,24.0,26.0,0.923,4.0,32.0,36.0,21.0,7.0,3.0,11.0,24.0,0.675,0.618,0.342,0.342,12.5,76.2,48.6,51.2,7.3,5.3,11.2,100.0,123.6,116.3,7.0,17.0,1.0,3.0,6.0,1.0,13.0,14.0,1.0,1.0,10.0,11.0,5.0,2.0,2.0,4.0,4.0,20.0,8.0,1.214,1.214,1.0,2.0,6.5,33.7,21.0,69.2,4.3,4.6,36.4,32.2,241.0,123.0,42.0,82.0,0.512,7.0,25.0,0.28,20.0,26.0,0.769,10.0,28.0,38.0,26.0,6.0,5.0,16.0,22.0,0.594,0.555,0.305,0.317,23.8,87.5,51.4,61.9,6.3,10.0,14.6,100.0,116.3,123.6,10.0,23.0,1.0,2.0,7.0,0.5,6.0,8.0,1.0,4.0,8.0,12.0,6.0,2.0,3.0,5.0,5.0,28.0,5.0,0.922,1.0,0.667,0.875,15.3,40.2,26.1,30.6,3.7,9.7,31.5,56.9,147.0,131.0,67.5,51.10000000000001
228,CHA,108,1,DET,107,0,2024-11-06,2025,True,240.0,39.0,90.0,0.433,14.0,44.0,0.318,16.0,16.0,1.0,8.0,39.0,47.0,22.0,5.0,4.0,12.0,16.0,0.556,0.511,0.489,0.178,16.7,86.7,50.5,56.4,5.0,6.5,11.0,100.0,107.4,106.4,10.0,23.0,1.0,5.0,12.0,1.0,9.0,9.0,1.0,2.0,7.0,7.0,8.0,2.0,2.0,3.0,3.0,27.0,9.0,1.5,1.5,1.0,0.643,7.0,81.0,39.2,50.0,3.6,10.4,25.0,34.4,300.0,111.0,46.0,94.0,0.489,10.0,32.0,0.313,5.0,9.0,0.556,6.0,40.0,46.0,34.0,5.0,4.0,11.0,20.0,0.546,0.543,0.34,0.096,13.3,83.3,49.5,73.9,5.0,8.7,10.1,100.0,106.4,107.4,9.0,23.0,1.0,3.0,7.0,0.667,2.0,2.0,1.0,2.0,9.0,10.0,10.0,2.0,1.0,3.0,5.0,21.0,12.0,0.945,1.0,0.7,0.333,6.9,39.9,20.6,36.9,7.8,8.5,16.7,30.2,171.0,113.0,77.1,83.0
229,BOS,112,1,GSW,118,0,2024-11-06,2025,False,240.0,38.0,90.0,0.422,19.0,54.0,0.352,17.0,21.0,0.81,13.0,34.0,47.0,22.0,5.0,3.0,12.0,18.0,0.564,0.528,0.6,0.233,25.5,69.4,47.0,57.9,5.2,5.3,10.8,100.0,116.8,123.1,10.0,20.0,0.545,7.0,16.0,0.5,7.0,9.0,1.0,5.0,8.0,9.0,8.0,2.0,2.0,4.0,5.0,32.0,13.0,0.668,0.625,1.0,1.0,16.7,24.2,13.6,35.1,3.4,6.0,25.0,32.8,137.0,130.0,42.0,91.0,0.462,14.0,34.0,0.412,20.0,24.0,0.833,15.0,38.0,53.0,22.0,6.0,5.0,11.0,19.0,0.581,0.538,0.374,0.264,30.6,74.5,53.0,52.4,6.3,13.9,9.8,100.0,123.1,116.8,8.0,17.0,0.75,4.0,9.0,0.75,7.0,7.0,1.0,6.0,7.0,10.0,9.0,4.0,2.0,3.0,4.0,27.0,20.0,0.765,0.75,0.636,0.75,37.0,23.7,30.3,40.8,5.8,14.6,31.1,28.6,173.0,125.0,76.3,75.2
230,DEN,124,1,OKC,122,0,2024-11-06,2025,True,240.0,42.0,89.0,0.472,16.0,38.0,0.421,24.0,33.0,0.727,13.0,42.0,55.0,34.0,8.0,6.0,18.0,22.0,0.599,0.562,0.427,0.371,27.7,76.4,53.9,81.0,7.4,10.0,14.8,100.0,115.2,113.3,10.0,20.0,0.667,6.0,10.0,0.75,6.0,9.0,1.0,7.0,13.0,20.0,16.0,2.0,3.0,5.0,4.0,29.0,12.0,0.765,0.767,0.636,1.0,18.1,28.7,23.8,62.7,2.4,7.0,50.0,28.2,135.0,120.0,44.0,100.0,0.44,16.0,40.0,0.4,18.0,23.0,0.783,13.0,34.0,47.0,29.0,15.0,6.0,14.0,28.0,0.554,0.52,0.4,0.23,23.6,72.3,46.1,65.9,13.9,11.8,11.3,100.0,113.3,115.2,11.0,20.0,1.0,4.0,9.0,1.0,8.0,10.0,1.0,4.0,8.0,10.0,9.0,4.0,2.0,8.0,5.0,29.0,11.0,1.042,1.25,0.833,1.0,16.7,23.9,18.0,40.8,8.3,8.7,25.5,31.3,203.0,126.0,75.2,76.3
231,HOU,127,1,SAS,100,0,2024-11-06,2025,True,240.0,54.0,96.0,0.563,10.0,27.0,0.37,9.0,15.0,0.6,11.0,34.0,45.0,28.0,10.0,5.0,12.0,13.0,0.619,0.615,0.281,0.156,25.0,81.0,52.3,51.9,9.9,10.6,10.5,100.0,125.3,98.6,10.0,15.0,1.0,4.0,9.0,1.0,5.0,6.0,1.0,4.0,7.0,7.0,10.0,2.0,2.0,3.0,2.0,21.0,23.0,1.25,1.25,1.0,0.667,23.6,31.5,18.1,53.8,9.0,8.4,28.6,60.3,250.0,109.0,37.0,83.0,0.446,14.0,36.0,0.389,12.0,16.0,0.75,8.0,33.0,41.0,20.0,6.0,6.0,20.0,13.0,0.555,0.53,0.434,0.193,19.0,75.0,47.7,54.1,5.9,8.7,18.2,100.0,98.6,125.3,6.0,14.0,1.0,3.0,7.0,1.0,3.0,5.0,1.0,3.0,6.0,7.0,4.0,3.0,3.0,4.0,3.0,15.0,0.0,1.042,1.0,1.0,1.0,22.7,79.8,40.8,45.0,5.6,9.2,41.0,33.4,159.0,131.0,64.0,70.1
232,ATL,121,1,NYK,116,0,2024-11-06,2025,True,240.0,45.0,100.0,0.45,15.0,38.0,0.395,16.0,22.0,0.727,16.0,32.0,48.0,31.0,12.0,4.0,8.0,14.0,0.552,0.525,0.38,0.22,32.0,82.1,53.9,68.9,12.3,10.8,6.8,100.0,123.7,118.5,11.0,21.0,1.0,6.0,10.0,0.6,6.0,9.0,1.0,4.0,11.0,15.0,10.0,4.0,2.0,2.0,3.0,33.0,26.0,1.014,1.0,1.0,0.6,13.8,34.5,20.6,38.4,5.3,7.0,12.5,30.7,183.0,128.0,41.0,84.0,0.488,22.0,47.0,0.468,12.0,15.0,0.8,7.0,34.0,41.0,29.0,5.0,5.0,16.0,18.0,0.64,0.619,0.56,0.179,17.9,68.0,46.1,70.7,5.1,8.1,15.0,100.0,118.5,123.7,11.0,23.0,1.0,5.0,11.0,1.0,7.0,7.0,1.0,5.0,11.0,16.0,8.0,1.0,3.0,3.0,6.0,34.0,13.0,1.5,1.5,1.0,0.304,16.2,27.8,22.7,36.3,4.9,6.1,33.3,34.4,148.0,133.0,70.1,64.0
233,GSW,118,0,BOS,112,1,2024-11-06,2025,True,240.0,42.0,91.0,0.462,14.0,34.0,0.412,20.0,24.0,0.833,15.0,38.0,53.0,22.0,6.0,5.0,11.0,19.0,0.581,0.538,0.374,0.264,30.6,74.5,53.0,52.4,6.3,13.9,9.8,100.0,123.1,116.8,8.0,17.0,0.75,4.0,9.0,0.75,7.0,7.0,1.0,6.0,7.0,10.0,9.0,4.0,2.0,3.0,4.0,27.0,20.0,0.765,0.75,0.636,0.75,37.0,23.7,30.3,40.8,5.8,14.6,31.1,28.6,173.0,125.0,38.0,90.0,0.422,19.0,54.0,0.352,17.0,21.0,0.81,13.0,34.0,47.0,22.0,5.0,3.0,12.0,18.0,0.564,0.528,0.6,0.233,25.5,69.4,47.0,57.9,5.2,5.3,10.8,100.0,116.8,123.1,10.0,20.0,0.545,7.0,16.0,0.5,7.0,9.0,1.0,5.0,8.0,9.0,8.0,2.0,2.0,4.0,5.0,32.0,13.0,0.668,0.625,1.0,1.0,16.7,24.2,13.6,35.1,3.4,6.0,25.0,32.8,137.0,130.0,83.3,107.5
234,NYK,116,0,ATL,121,1,2024-11-06,2025,False,240.0,41.0,84.0,0.488,22.0,47.0,0.468,12.0,15.0,0.8,7.0,34.0,41.0,29.0,5.0,5.0,16.0,18.0,0.64,0.619,0.56,0.179,17.9,68.0,46.1,70.7,5.1,8.1,15.0,100.0,118.5,123.7,11.0,23.0,1.0,5.0,11.0,1.0,7.0,7.0,1.0,5.0,11.0,16.0,8.0,1.0,3.0,3.0,6.0,34.0,13.0,1.5,1.5,1.0,0.304,16.2,27.8,22.7,36.3,4.9,6.1,33.3,34.4,148.0,133.0,45.0,100.0,0.45,15.0,38.0,0.395,16.0,22.0,0.727,16.0,32.0,48.0,31.0,12.0,4.0,8.0,14.0,0.552,0.525,0.38,0.22,32.0,82.1,53.9,68.9,12.3,10.8,6.8,100.0,123.7,118.5,11.0,21.0,1.0,6.0,10.0,0.6,6.0,9.0,1.0,4.0,11.0,15.0,10.0,4.0,2.0,2.0,3.0,33.0,26.0,1.014,1.0,1.0,0.6,13.8,34.5,20.6,38.4,5.3,7.0,12.5,30.7,183.0,128.0,107.5,83.3
235,DET,107,0,CHA,108,1,2024-11-06,2025,False,240.0,46.0,94.0,0.489,10.0,32.0,0.313,5.0,9.0,0.556,6.0,40.0,46.0,34.0,5.0,4.0,11.0,20.0,0.546,0.543,0.34,0.096,13.3,83.3,49.5,73.9,5.0,8.7,10.1,100.0,106.4,107.4,9.0,23.0,1.0,3.0,7.0,0.667,2.0,2.0,1.0,2.0,9.0,10.0,10.0,2.0,1.0,3.0,5.0,21.0,12.0,0.945,1.0,0.7,0.333,6.9,39.9,20.6,36.9,7.8,8.5,16.7,30.2,171.0,113.0,39.0,90.0,0.433,14.0,44.0,0.318,16.0,16.0,1.0,8.0,39.0,47.0,22.0,5.0,4.0,12.0,16.0,0.556,0.511,0.489,0.178,16.7,86.7,50.5,56.4,5.0,6.5,11.0,100.0,107.4,106.4,10.0,23.0,1.0,5.0,12.0,1.0,9.0,9.0,1.0,2.0,7.0,7.0,8.0,2.0,2.0,3.0,3.0,27.0,9.0,1.5,1.5,1.0,0.643,7.0,81.0,39.2,50.0,3.6,10.4,25.0,34.4,300.0,111.0,62.5,60.599999999999994
236,CHI,99,0,DAL,119,1,2024-11-06,2025,False,240.0,36.0,86.0,0.419,12.0,42.0,0.286,15.0,23.0,0.652,14.0,37.0,51.0,25.0,8.0,2.0,23.0,17.0,0.515,0.488,0.488,0.267,26.9,80.4,52.0,69.4,7.6,3.6,19.3,100.0,94.2,113.3,7.0,13.0,1.0,3.0,10.0,1.0,4.0,6.0,1.0,3.0,7.0,10.0,6.0,2.0,1.0,5.0,4.0,14.0,7.0,1.25,1.25,1.0,3.0,14.7,33.1,19.7,49.7,4.0,5.4,45.0,25.2,244.0,120.0,45.0,93.0,0.484,12.0,38.0,0.316,17.0,21.0,0.81,9.0,38.0,47.0,33.0,11.0,4.0,15.0,19.0,0.582,0.548,0.409,0.226,19.6,73.1,48.0,73.3,10.5,9.1,12.8,100.0,113.3,94.2,8.0,19.0,1.0,3.0,8.0,1.0,8.0,9.0,1.0,2.0,7.0,7.0,13.0,4.0,3.0,5.0,3.0,27.0,35.0,1.5,1.5,1.0,4.0,16.6,37.9,20.1,58.3,5.7,13.9,50.0,35.4,300.0,106.0,60.599999999999994,62.5
237,DAL,119,1,CHI,99,0,2024-11-06,2025,True,240.0,45.0,93.0,0.484,12.0,38.0,0.316,17.0,21.0,0.81,9.0,38.0,47.0,33.0,11.0,4.0,15.0,19.0,0.582,0.548,0.409,0.226,19.6,73.1,48.0,73.3,10.5,9.1,12.8,100.0,113.3,94.2,8.0,19.0,1.0,3.0,8.0,1.0,8.0,9.0,1.0,2.0,7.0,7.0,13.0,4.0,3.0,5.0,3.0,27.0,35.0,1.5,1.5,1.0,4.0,16.6,37.9,20.1,58.3,5.7,13.9,50.0,35.4,300.0,106.0,36.0,86.0,0.419,12.0,42.0,0.286,15.0,23.0,0.652,14.0,37.0,51.0,25.0,8.0,2.0,23.0,17.0,0.515,0.488,0.488,0.267,26.9,80.4,52.0,69.4,7.6,3.6,19.3,100.0,94.2,113.3,7.0,13.0,1.0,3.0,10.0,1.0,4.0,6.0,1.0,3.0,7.0,10.0,6.0,2.0,1.0,5.0,4.0,14.0,7.0,1.25,1.25,1.0,3.0,14.7,33.1,19.7,49.7,4.0,5.4,45.0,25.2,244.0,120.0,76.3,49.0
238,OKC,122,0,DEN,124,1,2024-11-06,2025,False,240.0,44.0,100.0,0.44,16.0,40.0,0.4,18.0,23.0,0.783,13.0,34.0,47.0,29.0,15.0,6.0,14.0,28.0,0.554,0.52,0.4,0.23,23.6,72.3,46.1,65.9,13.9,11.8,11.3,100.0,113.3,115.2,11.0,20.0,1.0,4.0,9.0,1.0,8.0,10.0,1.0,4.0,8.0,10.0,9.0,4.0,2.0,8.0,5.0,29.0,11.0,1.042,1.25,0.833,1.0,16.7,23.9,18.0,40.8,8.3,8.7,25.5,31.3,203.0,126.0,42.0,89.0,0.472,16.0,38.0,0.421,24.0,33.0,0.727,13.0,42.0,55.0,34.0,8.0,6.0,18.0,22.0,0.599,0.562,0.427,0.371,27.7,76.4,53.9,81.0,7.4,10.0,14.8,100.0,115.2,113.3,10.0,20.0,0.667,6.0,10.0,0.75,6.0,9.0,1.0,7.0,13.0,20.0,16.0,2.0,3.0,5.0,4.0,29.0,12.0,0.765,0.767,0.636,1.0,18.1,28.7,23.8,62.7,2.4,7.0,50.0,28.2,135.0,120.0,49.0,76.3
239,SAS,100,0,HOU,127,1,2024-11-06,2025,False,240.0,37.0,83.0,0.446,14.0,36.0,0.389,12.0,16.0,0.75,8.0,33.0,41.0,20.0,6.0,6.0,20.0,13.0,0.555,0.53,0.434,0.193,19.0,75.0,47.7,54.1,5.9,8.7,18.2,100.0,98.6,125.3,6.0,14.0,1.0,3.0,7.0,1.0,3.0,5.0,1.0,3.0,6.0,7.0,4.0,3.0,3.0,4.0,3.0,15.0,0.0,1.042,1.0,1.0,1.0,22.7,79.8,40.8,45.0,5.6,9.2,41.0,33.4,159.0,131.0,54.0,96.0,0.563,10.0,27.0,0.37,9.0,15.0,0.6,11.0,34.0,45.0,28.0,10.0,5.0,12.0,13.0,0.619,0.615,0.281,0.156,25.0,81.0,52.3,51.9,9.9,10.6,10.5,100.0,125.3,98.6,10.0,15.0,1.0,4.0,9.0,1.0,5.0,6.0,1.0,4.0,7.0,7.0,10.0,2.0,2.0,3.0,2.0,21.0,23.0,1.25,1.25,1.0,0.667,23.6,31.5,18.1,53.8,9.0,8.4,28.6,60.3,250.0,109.0,83.0,77.1
240,SAS,118,1,POR,105,0,2024-11-07,2025,True,240.0,44.0,82.0,0.537,16.0,39.0,0.41,14.0,18.0,0.778,12.0,33.0,45.0,35.0,9.0,4.0,16.0,15.0,0.656,0.634,0.476,0.22,30.8,70.2,52.3,79.5,9.6,7.4,15.1,100.0,126.1,112.2,6.0,13.0,1.0,4.0,8.0,1.0,3.0,4.0,1.0,4.0,9.0,11.0,8.0,4.0,3.0,4.0,4.0,17.0,20.0,1.5,1.5,1.0,0.5,20.6,100.0,100.0,51.8,6.3,11.3,66.7,25.7,166.0,122.0,41.0,86.0,0.477,9.0,32.0,0.281,14.0,22.0,0.636,14.0,27.0,41.0,23.0,7.0,3.0,14.0,14.0,0.549,0.529,0.372,0.256,29.8,69.2,47.7,56.1,7.5,7.0,12.8,100.0,112.2,126.1,10.0,16.0,1.0,3.0,9.0,1.0,8.0,11.0,1.0,4.0,8.0,10.0,7.0,2.0,1.0,3.0,3.0,21.0,6.0,1.5,1.5,1.0,1.1,34.9,32.0,19.1,33.4,4.4,9.5,33.3,33.7,300.0,134.0,66.5,86.80000000000001
241,POR,105,0,SAS,118,1,2024-11-07,2025,False,240.0,41.0,86.0,0.477,9.0,32.0,0.281,14.0,22.0,0.636,14.0,27.0,41.0,23.0,7.0,3.0,14.0,14.0,0.549,0.529,0.372,0.256,29.8,69.2,47.7,56.1,7.5,7.0,12.8,100.0,112.2,126.1,10.0,16.0,1.0,3.0,9.0,1.0,8.0,11.0,1.0,4.0,8.0,10.0,7.0,2.0,1.0,3.0,3.0,21.0,6.0,1.5,1.5,1.0,1.1,34.9,32.0,19.1,33.4,4.4,9.5,33.3,33.7,300.0,134.0,44.0,82.0,0.537,16.0,39.0,0.41,14.0,18.0,0.778,12.0,33.0,45.0,35.0,9.0,4.0,16.0,15.0,0.656,0.634,0.476,0.22,30.8,70.2,52.3,79.5,9.6,7.4,15.1,100.0,126.1,112.2,6.0,13.0,1.0,4.0,8.0,1.0,3.0,4.0,1.0,4.0,9.0,11.0,8.0,4.0,3.0,4.0,4.0,17.0,20.0,1.5,1.5,1.0,0.5,20.6,100.0,100.0,51.8,6.3,11.3,66.7,25.7,166.0,122.0,86.80000000000001,66.5
242,MIL,123,1,UTA,100,0,2024-11-07,2025,True,240.0,43.0,84.0,0.512,15.0,35.0,0.429,22.0,30.0,0.733,11.0,30.0,41.0,20.0,13.0,3.0,11.0,21.0,0.633,0.601,0.417,0.357,26.2,78.9,51.3,46.5,13.6,8.3,10.2,100.0,128.3,104.3,12.0,22.0,1.0,4.0,11.0,1.0,9.0,12.0,0.857,6.0,10.0,16.0,7.0,4.0,1.0,4.0,5.0,34.0,27.0,1.5,1.5,1.0,2.0,22.7,78.5,37.3,34.2,11.4,5.4,41.0,44.5,300.0,116.0,33.0,77.0,0.429,17.0,41.0,0.415,17.0,18.0,0.944,8.0,31.0,39.0,24.0,5.0,5.0,22.0,19.0,0.589,0.539,0.532,0.234,21.1,73.8,48.8,72.7,5.2,10.2,20.6,100.0,104.3,128.3,5.0,12.0,1.0,4.0,9.0,0.75,4.0,4.0,1.0,3.0,5.0,8.0,7.0,2.0,3.0,4.0,3.0,18.0,4.0,1.0,1.0,1.0,2.0,20.9,33.4,23.1,51.0,6.2,11.8,50.0,49.4,174.0,136.0,66.4,84.9
