,team,total,home,team_opp,total_opp,home_opp,date,Season,won,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,PER_Combined,PER_Combined_opp
22,MIA,97,1,ORL,116,0,2024-10-23,2025,False,240.0,32.0,82.0,0.39,11.0,34.0,0.324,22.0,29.0,0.759,9.0,32.0,41.0,24.0,5.0,8.0,11.0,19.0,0.512,0.457,0.415,0.354,18.8,64.0,41.8,75.0,5.2,17.0,10.4,100.0,100.9,120.7,7.0,15.0,1.0,2.0,7.0,1.0,7.0,10.0,1.0,3.0,6.0,6.0,5.0,2.0,2.0,3.0,4.0,19.0,13.0,1.215,1.25,1.0,2.0,16.0,18.0,12.8,34.1,8.0,16.3,50.0,31.2,200.0,128.0,41.0,96.0,0.427,18.0,49.0,0.367,16.0,22.0,0.727,18.0,39.0,57.0,28.0,8.0,8.0,14.0,21.0,0.549,0.521,0.51,0.229,36.0,81.3,58.2,68.3,8.3,16.7,11.7,100.0,120.7,100.9,12.0,24.0,0.75,6.0,9.0,0.667,5.0,6.0,1.0,4.0,10.0,14.0,6.0,2.0,2.0,2.0,3.0,33.0,42.0,1.0,1.0,1.0,1.0,16.8,37.6,25.8,51.9,4.4,17.5,66.7,34.2,178.0,113.0,75.49999999999999,80.4
23,IND,115,0,DET,109,1,2024-10-23,2025,True,240.0,42.0,83.0,0.506,9.0,31.0,0.29,22.0,25.0,0.88,7.0,32.0,39.0,32.0,10.0,8.0,15.0,23.0,0.612,0.56,0.373,0.301,21.2,72.7,50.6,76.2,10.1,14.5,13.8,100.0,116.6,110.5,8.0,18.0,0.875,3.0,9.0,0.667,7.0,9.0,1.0,3.0,9.0,9.0,9.0,3.0,4.0,4.0,4.0,20.0,20.0,1.136,0.875,1.0,1.125,22.9,34.6,19.8,58.6,5.2,13.9,53.2,46.4,152.0,122.0,38.0,88.0,0.432,9.0,33.0,0.273,24.0,28.0,0.857,12.0,26.0,38.0,22.0,6.0,2.0,14.0,21.0,0.543,0.483,0.375,0.318,27.3,78.8,49.4,57.9,6.1,3.8,12.2,100.0,110.5,116.6,10.0,23.0,1.0,4.0,7.0,0.571,7.0,9.0,1.0,4.0,9.0,13.0,8.0,2.0,1.0,2.0,3.0,28.0,9.0,1.0,1.0,0.778,1.5,14.5,46.7,27.0,68.1,6.4,5.4,50.0,31.8,205.0,123.0,77.1,83.0
24,SAC,115,1,MIN,117,0,2024-10-24,2025,False,240.0,38.0,82.0,0.463,11.0,29.0,0.379,28.0,35.0,0.8,4.0,34.0,38.0,21.0,7.0,2.0,9.0,18.0,0.59,0.53,0.354,0.427,10.0,85.0,47.5,55.3,6.9,5.6,8.5,100.0,113.4,115.3,8.0,18.0,1.0,5.0,10.0,0.75,12.0,14.0,1.0,2.0,9.0,11.0,11.0,2.0,1.0,4.0,4.0,26.0,9.0,0.798,1.0,1.0,2.0,5.6,42.4,21.2,47.0,8.5,23.5,34.7,27.7,159.0,122.0,41.0,86.0,0.477,20.0,50.0,0.4,15.0,17.0,0.882,6.0,36.0,42.0,24.0,3.0,2.0,17.0,24.0,0.626,0.593,0.581,0.198,15.0,90.0,52.5,58.5,3.0,3.8,15.4,100.0,115.3,113.4,13.0,24.0,0.765,5.0,15.0,0.833,7.0,7.0,1.0,2.0,13.0,13.0,4.0,2.0,1.0,3.0,4.0,33.0,13.0,0.901,0.912,1.0,1.0,8.7,58.8,29.4,23.9,2.7,3.3,51.0,33.3,249.0,118.0,82.7,61.599999999999994
25,WAS,102,1,BOS,122,0,2024-10-24,2025,False,240.0,41.0,95.0,0.432,7.0,36.0,0.194,13.0,18.0,0.722,10.0,30.0,40.0,27.0,9.0,6.0,15.0,19.0,0.496,0.468,0.379,0.189,21.3,71.4,44.9,65.9,8.8,13.3,12.7,100.0,99.5,119.0,9.0,17.0,0.615,6.0,11.0,0.545,6.0,8.0,1.0,4.0,5.0,6.0,6.0,4.0,2.0,4.0,3.0,26.0,11.0,0.727,0.706,1.0,4.0,42.5,29.3,33.6,58.2,14.7,9.8,35.2,38.4,215.0,130.0,42.0,90.0,0.467,17.0,45.0,0.378,21.0,27.0,0.778,12.0,37.0,49.0,21.0,7.0,3.0,14.0,19.0,0.599,0.561,0.5,0.3,28.6,78.7,55.1,50.0,6.8,5.1,12.1,100.0,119.0,99.5,10.0,20.0,0.75,5.0,11.0,0.667,5.0,7.0,1.0,4.0,9.0,11.0,6.0,4.0,2.0,3.0,4.0,27.0,33.0,1.0,1.0,1.0,2.0,41.2,32.1,29.2,37.3,12.0,41.7,100.0,34.8,158.0,106.0,61.599999999999994,82.7
26,BOS,122,0,WAS,102,1,2024-10-24,2025,True,240.0,42.0,90.0,0.467,17.0,45.0,0.378,21.0,27.0,0.778,12.0,37.0,49.0,21.0,7.0,3.0,14.0,19.0,0.599,0.561,0.5,0.3,28.6,78.7,55.1,50.0,6.8,5.1,12.1,100.0,119.0,99.5,10.0,20.0,0.75,5.0,11.0,0.667,5.0,7.0,1.0,4.0,9.0,11.0,6.0,4.0,2.0,3.0,4.0,27.0,33.0,1.0,1.0,1.0,2.0,41.2,32.1,29.2,37.3,12.0,41.7,100.0,34.8,158.0,106.0,41.0,95.0,0.432,7.0,36.0,0.194,13.0,18.0,0.722,10.0,30.0,40.0,27.0,9.0,6.0,15.0,19.0,0.496,0.468,0.379,0.189,21.3,71.4,44.9,65.9,8.8,13.3,12.7,100.0,99.5,119.0,9.0,17.0,0.615,6.0,11.0,0.545,6.0,8.0,1.0,4.0,5.0,6.0,6.0,4.0,2.0,4.0,3.0,26.0,11.0,0.727,0.706,1.0,4.0,42.5,29.3,33.6,58.2,14.7,9.8,35.2,38.4,215.0,130.0,91.19999999999999,103.1
27,MIN,117,0,SAC,115,1,2024-10-24,2025,True,240.0,41.0,86.0,0.477,20.0,50.0,0.4,15.0,17.0,0.882,6.0,36.0,42.0,24.0,3.0,2.0,17.0,24.0,0.626,0.593,0.581,0.198,15.0,90.0,52.5,58.5,3.0,3.8,15.4,100.0,115.3,113.4,13.0,24.0,0.765,5.0,15.0,0.833,7.0,7.0,1.0,2.0,13.0,13.0,4.0,2.0,1.0,3.0,4.0,33.0,13.0,0.901,0.912,1.0,1.0,8.7,58.8,29.4,23.9,2.7,3.3,51.0,33.3,249.0,118.0,38.0,82.0,0.463,11.0,29.0,0.379,28.0,35.0,0.8,4.0,34.0,38.0,21.0,7.0,2.0,9.0,18.0,0.59,0.53,0.354,0.427,10.0,85.0,47.5,55.3,6.9,5.6,8.5,100.0,113.4,115.3,8.0,18.0,1.0,5.0,10.0,0.75,12.0,14.0,1.0,2.0,9.0,11.0,11.0,2.0,1.0,4.0,4.0,26.0,9.0,0.798,1.0,1.0,2.0,5.6,42.4,21.2,47.0,8.5,23.5,34.7,27.7,159.0,122.0,103.1,91.19999999999999
28,DEN,87,1,OKC,102,0,2024-10-24,2025,False,240.0,35.0,98.0,0.357,7.0,38.0,0.184,10.0,14.0,0.714,17.0,40.0,57.0,29.0,11.0,7.0,16.0,12.0,0.418,0.393,0.388,0.143,32.1,75.5,53.8,82.9,11.0,10.8,13.3,100.0,86.8,101.7,8.0,17.0,0.533,3.0,10.0,0.4,3.0,4.0,1.0,5.0,8.0,12.0,13.0,2.0,2.0,3.0,3.0,16.0,8.0,0.542,0.533,1.0,0.4,13.9,55.4,27.7,66.1,4.3,10.0,17.8,25.9,117.0,113.0,43.0,101.0,0.426,8.0,36.0,0.222,8.0,12.0,0.667,13.0,36.0,49.0,23.0,9.0,13.0,12.0,15.0,0.48,0.465,0.356,0.119,24.5,67.9,46.2,53.5,9.0,21.7,10.1,100.0,101.7,86.8,11.0,24.0,0.778,2.0,8.0,0.667,4.0,5.0,1.0,4.0,10.0,14.0,8.0,3.0,4.0,5.0,3.0,28.0,19.0,0.833,0.833,1.0,0.278,10.1,76.5,38.3,37.3,5.0,8.9,33.3,34.3,147.0,102.0,96.1,84.9
29,SAS,109,0,DAL,120,1,2024-10-24,2025,False,240.0,39.0,86.0,0.453,12.0,36.0,0.333,19.0,24.0,0.792,12.0,40.0,52.0,30.0,6.0,5.0,19.0,18.0,0.564,0.523,0.419,0.279,26.7,70.2,51.0,76.9,5.9,8.6,16.4,100.0,107.3,118.1,7.0,18.0,0.7,4.0,8.0,1.0,6.0,7.0,1.0,2.0,7.0,9.0,8.0,1.0,2.0,4.0,4.0,18.0,13.0,0.833,0.833,0.667,2.0,15.7,42.2,23.6,41.7,7.9,13.8,100.0,36.0,231.0,129.0,42.0,102.0,0.412,19.0,44.0,0.432,17.0,23.0,0.739,17.0,33.0,50.0,27.0,9.0,5.0,10.0,21.0,0.535,0.505,0.431,0.225,29.8,73.3,49.0,64.3,8.9,10.0,8.2,100.0,118.1,107.3,9.0,25.0,1.0,6.0,11.0,1.0,6.0,8.0,1.0,4.0,9.0,11.0,8.0,3.0,1.0,4.0,5.0,28.0,18.0,1.0,1.0,0.833,0.667,49.5,36.2,27.7,35.2,5.4,6.2,22.5,35.2,214.0,117.0,95.0,97.4
30,OKC,102,0,DEN,87,1,2024-10-24,2025,True,240.0,43.0,101.0,0.426,8.0,36.0,0.222,8.0,12.0,0.667,13.0,36.0,49.0,23.0,9.0,13.0,12.0,15.0,0.48,0.465,0.356,0.119,24.5,67.9,46.2,53.5,9.0,21.7,10.1,100.0,101.7,86.8,11.0,24.0,0.778,2.0,8.0,0.667,4.0,5.0,1.0,4.0,10.0,14.0,8.0,3.0,4.0,5.0,3.0,28.0,19.0,0.833,0.833,1.0,0.278,10.1,76.5,38.3,37.3,5.0,8.9,33.3,34.3,147.0,102.0,35.0,98.0,0.357,7.0,38.0,0.184,10.0,14.0,0.714,17.0,40.0,57.0,29.0,11.0,7.0,16.0,12.0,0.418,0.393,0.388,0.143,32.1,75.5,53.8,82.9,11.0,10.8,13.3,100.0,86.8,101.7,8.0,17.0,0.533,3.0,10.0,0.4,3.0,4.0,1.0,5.0,8.0,12.0,13.0,2.0,2.0,3.0,3.0,16.0,8.0,0.542,0.533,1.0,0.4,13.9,55.4,27.7,66.1,4.3,10.0,17.8,25.9,117.0,113.0,97.4,95.0
31,DAL,120,1,SAS,109,0,2024-10-24,2025,True,240.0,42.0,102.0,0.412,19.0,44.0,0.432,17.0,23.0,0.739,17.0,33.0,50.0,27.0,9.0,5.0,10.0,21.0,0.535,0.505,0.431,0.225,29.8,73.3,49.0,64.3,8.9,10.0,8.2,100.0,118.1,107.3,9.0,25.0,1.0,6.0,11.0,1.0,6.0,8.0,1.0,4.0,9.0,11.0,8.0,3.0,1.0,4.0,5.0,28.0,18.0,1.0,1.0,0.833,0.667,49.5,36.2,27.7,35.2,5.4,6.2,22.5,35.2,214.0,117.0,39.0,86.0,0.453,12.0,36.0,0.333,19.0,24.0,0.792,12.0,40.0,52.0,30.0,6.0,5.0,19.0,18.0,0.564,0.523,0.419,0.279,26.7,70.2,51.0,76.9,5.9,8.6,16.4,100.0,107.3,118.1,7.0,18.0,0.7,4.0,8.0,1.0,6.0,7.0,1.0,2.0,7.0,9.0,8.0,1.0,2.0,4.0,4.0,18.0,13.0,0.833,0.833,0.667,2.0,15.7,42.2,23.6,41.7,7.9,13.8,100.0,36.0,231.0,129.0,84.9,96.1
32,ORL,116,1,BRK,101,0,2024-10-25,2025,True,240.0,39.0,75.0,0.52,15.0,30.0,0.5,23.0,33.0,0.697,5.0,34.0,39.0,28.0,10.0,7.0,13.0,19.0,0.648,0.62,0.4,0.44,14.7,81.0,51.3,71.8,10.2,15.2,12.7,100.0,118.3,103.0,10.0,19.0,1.0,3.0,6.0,1.0,6.0,11.0,1.0,2.0,10.0,11.0,9.0,3.0,2.0,3.0,5.0,29.0,16.0,1.5,1.5,1.0,1.0,22.1,36.3,22.1,34.3,7.5,8.1,30.4,39.6,300.0,114.0,35.0,83.0,0.422,14.0,37.0,0.378,17.0,21.0,0.81,8.0,29.0,37.0,22.0,7.0,3.0,19.0,31.0,0.547,0.506,0.446,0.253,19.0,85.3,48.7,62.9,7.1,6.7,17.1,100.0,103.0,118.3,7.0,17.0,0.6,3.0,10.0,0.75,7.0,8.0,1.0,3.0,6.0,7.0,6.0,1.0,1.0,4.0,5.0,24.0,11.0,0.75,0.75,1.0,0.8,13.0,45.3,23.6,36.0,3.7,5.2,40.0,62.6,167.0,124.0,94.80000000000001,63.3
33,PHI,107,0,TOR,115,1,2024-10-25,2025,False,240.0,29.0,76.0,0.382,9.0,29.0,0.31,40.0,53.0,0.755,10.0,18.0,28.0,19.0,11.0,5.0,16.0,32.0,0.539,0.441,0.382,0.697,21.7,50.0,34.1,65.5,10.9,9.4,13.9,100.0,106.1,114.0,9.0,23.0,1.0,3.0,12.0,0.6,10.0,12.0,1.0,6.0,4.0,9.0,4.0,4.0,2.0,4.0,5.0,28.0,5.0,1.0,1.0,1.0,1.75,28.0,33.9,23.6,42.1,8.5,8.1,50.0,30.7,231.0,124.0,35.0,76.0,0.461,6.0,23.0,0.261,39.0,46.0,0.848,18.0,36.0,54.0,25.0,11.0,13.0,27.0,34.0,0.597,0.5,0.303,0.605,50.0,78.3,65.9,71.4,10.9,27.7,21.9,100.0,114.0,106.1,8.0,11.0,0.8,2.0,4.0,0.667,11.0,13.0,1.0,5.0,8.0,9.0,5.0,2.0,4.0,7.0,6.0,27.0,21.0,0.888,1.0,0.8,1.375,70.0,30.5,46.1,34.9,6.1,21.2,51.0,30.1,178.0,119.0,73.8,86.80000000000001
34,BRK,101,0,ORL,116,1,2024-10-25,2025,False,240.0,35.0,83.0,0.422,14.0,37.0,0.378,17.0,21.0,0.81,8.0,29.0,37.0,22.0,7.0,3.0,19.0,31.0,0.547,0.506,0.446,0.253,19.0,85.3,48.7,62.9,7.1,6.7,17.1,100.0,103.0,118.3,7.0,17.0,0.6,3.0,10.0,0.75,7.0,8.0,1.0,3.0,6.0,7.0,6.0,1.0,1.0,4.0,5.0,24.0,11.0,0.75,0.75,1.0,0.8,13.0,45.3,23.6,36.0,3.7,5.2,40.0,62.6,167.0,124.0,39.0,75.0,0.52,15.0,30.0,0.5,23.0,33.0,0.697,5.0,34.0,39.0,28.0,10.0,7.0,13.0,19.0,0.648,0.62,0.4,0.44,14.7,81.0,51.3,71.8,10.2,15.2,12.7,100.0,118.3,103.0,10.0,19.0,1.0,3.0,6.0,1.0,6.0,11.0,1.0,2.0,10.0,11.0,9.0,3.0,2.0,3.0,5.0,29.0,16.0,1.5,1.5,1.0,1.0,22.1,36.3,22.1,34.3,7.5,8.1,30.4,39.6,300.0,114.0,86.80000000000001,73.8
35,NOP,105,0,POR,103,1,2024-10-25,2025,True,240.0,36.0,86.0,0.419,12.0,32.0,0.375,21.0,31.0,0.677,11.0,33.0,44.0,25.0,12.0,8.0,14.0,22.0,0.527,0.488,0.372,0.36,22.4,76.7,47.8,69.4,11.7,15.1,12.3,100.0,102.3,100.4,8.0,20.0,0.667,4.0,9.0,0.571,8.0,14.0,1.0,3.0,8.0,11.0,7.0,4.0,3.0,4.0,4.0,24.0,14.0,0.872,0.833,0.583,1.2,10.1,52.7,24.6,40.4,10.6,9.3,100.0,32.2,170.0,111.0,37.0,90.0,0.411,13.0,37.0,0.351,16.0,20.0,0.8,10.0,38.0,48.0,26.0,7.0,11.0,20.0,22.0,0.521,0.483,0.411,0.222,23.3,77.6,52.2,70.3,6.8,20.4,16.8,100.0,100.4,102.3,11.0,23.0,1.0,8.0,17.0,1.0,10.0,11.0,1.0,4.0,13.0,15.0,7.0,3.0,4.0,5.0,4.0,34.0,4.0,0.862,1.0,0.739,3.0,17.9,38.7,23.8,40.0,4.9,24.6,46.3,32.2,152.0,110.0,50.199999999999996,72.5
36,POR,103,1,NOP,105,0,2024-10-25,2025,False,240.0,37.0,90.0,0.411,13.0,37.0,0.351,16.0,20.0,0.8,10.0,38.0,48.0,26.0,7.0,11.0,20.0,22.0,0.521,0.483,0.411,0.222,23.3,77.6,52.2,70.3,6.8,20.4,16.8,100.0,100.4,102.3,11.0,23.0,1.0,8.0,17.0,1.0,10.0,11.0,1.0,4.0,13.0,15.0,7.0,3.0,4.0,5.0,4.0,34.0,4.0,0.862,1.0,0.739,3.0,17.9,38.7,23.8,40.0,4.9,24.6,46.3,32.2,152.0,110.0,36.0,86.0,0.419,12.0,32.0,0.375,21.0,31.0,0.677,11.0,33.0,44.0,25.0,12.0,8.0,14.0,22.0,0.527,0.488,0.372,0.36,22.4,76.7,47.8,69.4,11.7,15.1,12.3,100.0,102.3,100.4,8.0,20.0,0.667,4.0,9.0,0.571,8.0,14.0,1.0,3.0,8.0,11.0,7.0,4.0,3.0,4.0,4.0,24.0,14.0,0.872,0.833,0.583,1.2,10.1,52.7,24.6,40.4,10.6,9.3,100.0,32.2,170.0,111.0,72.5,50.199999999999996
37,NYK,123,1,IND,98,0,2024-10-25,2025,True,240.0,44.0,84.0,0.524,12.0,27.0,0.444,23.0,29.0,0.793,11.0,32.0,43.0,19.0,5.0,4.0,12.0,18.0,0.636,0.595,0.321,0.345,31.4,78.0,56.6,43.2,5.2,7.5,11.0,100.0,128.6,102.5,10.0,19.0,1.0,3.0,6.0,1.0,9.0,10.0,1.0,4.0,11.0,15.0,5.0,1.0,2.0,3.0,4.0,26.0,36.0,1.136,1.0,0.556,0.909,17.0,39.9,29.3,28.7,2.3,31.7,100.0,32.5,200.0,109.0,41.0,83.0,0.494,3.0,30.0,0.1,13.0,20.0,0.65,9.0,24.0,33.0,28.0,8.0,6.0,16.0,24.0,0.534,0.512,0.361,0.241,22.0,68.6,43.4,68.3,8.4,10.5,14.8,100.0,102.5,128.6,8.0,13.0,1.0,2.0,7.0,0.4,3.0,5.0,1.0,2.0,6.0,7.0,5.0,2.0,3.0,3.0,6.0,20.0,5.0,1.0,1.0,1.0,2.0,26.6,35.4,20.7,53.2,11.4,22.5,50.0,29.7,202.0,138.0,36.2,84.3
38,TOR,115,1,PHI,107,0,2024-10-25,2025,True,240.0,35.0,76.0,0.461,6.0,23.0,0.261,39.0,46.0,0.848,18.0,36.0,54.0,25.0,11.0,13.0,27.0,34.0,0.597,0.5,0.303,0.605,50.0,78.3,65.9,71.4,10.9,27.7,21.9,100.0,114.0,106.1,8.0,11.0,0.8,2.0,4.0,0.667,11.0,13.0,1.0,5.0,8.0,9.0,5.0,2.0,4.0,7.0,6.0,27.0,21.0,0.888,1.0,0.8,1.375,70.0,30.5,46.1,34.9,6.1,21.2,51.0,30.1,178.0,119.0,29.0,76.0,0.382,9.0,29.0,0.31,40.0,53.0,0.755,10.0,18.0,28.0,19.0,11.0,5.0,16.0,32.0,0.539,0.441,0.382,0.697,21.7,50.0,34.1,65.5,10.9,9.4,13.9,100.0,106.1,114.0,9.0,23.0,1.0,3.0,12.0,0.6,10.0,12.0,1.0,6.0,4.0,9.0,4.0,4.0,2.0,4.0,5.0,28.0,5.0,1.0,1.0,1.0,1.75,28.0,33.9,23.6,42.1,8.5,8.1,50.0,30.7,231.0,124.0,84.3,36.2
39,UTA,86,1,GSW,127,0,2024-10-25,2025,False,240.0,29.0,92.0,0.315,9.0,42.0,0.214,19.0,26.0,0.731,14.0,31.0,45.0,18.0,8.0,5.0,22.0,11.0,0.416,0.364,0.457,0.283,25.5,62.0,42.9,62.1,7.7,8.9,17.5,100.0,82.6,122.0,4.0,17.0,1.0,3.0,8.0,1.0,5.0,7.0,1.0,3.0,6.0,9.0,4.0,2.0,2.0,5.0,3.0,14.0,3.0,1.064,1.5,1.0,2.0,31.7,28.4,20.3,86.1,3.7,6.9,66.7,35.7,220.0,133.0,51.0,106.0,0.481,20.0,50.0,0.4,5.0,6.0,0.833,19.0,41.0,60.0,35.0,15.0,6.0,15.0,25.0,0.584,0.575,0.472,0.057,38.0,74.5,57.1,68.6,14.4,12.0,12.1,100.0,122.0,82.6,10.0,20.0,1.0,7.0,13.0,0.778,2.0,2.0,1.0,7.0,8.0,13.0,6.0,3.0,2.0,3.0,5.0,27.0,24.0,1.0,1.0,1.0,0.333,50.1,44.1,34.1,53.8,10.8,8.2,100.0,33.8,202.0,94.0,95.4,55.5
40,IND,98,0,NYK,123,1,2024-10-25,2025,False,240.0,41.0,83.0,0.494,3.0,30.0,0.1,13.0,20.0,0.65,9.0,24.0,33.0,28.0,8.0,6.0,16.0,24.0,0.534,0.512,0.361,0.241,22.0,68.6,43.4,68.3,8.4,10.5,14.8,100.0,102.5,128.6,8.0,13.0,1.0,2.0,7.0,0.4,3.0,5.0,1.0,2.0,6.0,7.0,5.0,2.0,3.0,3.0,6.0,20.0,5.0,1.0,1.0,1.0,2.0,26.6,35.4,20.7,53.2,11.4,22.5,50.0,29.7,202.0,138.0,44.0,84.0,0.524,12.0,27.0,0.444,23.0,29.0,0.793,11.0,32.0,43.0,19.0,5.0,4.0,12.0,18.0,0.636,0.595,0.321,0.345,31.4,78.0,56.6,43.2,5.2,7.5,11.0,100.0,128.6,102.5,10.0,19.0,1.0,3.0,6.0,1.0,9.0,10.0,1.0,4.0,11.0,15.0,5.0,1.0,2.0,3.0,4.0,26.0,36.0,1.136,1.0,0.556,0.909,17.0,39.9,29.3,28.7,2.3,31.7,100.0,32.5,200.0,109.0,63.3,94.80000000000001
41,GSW,127,0,UTA,86,1,2024-10-25,2025,True,240.0,51.0,106.0,0.481,20.0,50.0,0.4,5.0,6.0,0.833,19.0,41.0,60.0,35.0,15.0,6.0,15.0,25.0,0.584,0.575,0.472,0.057,38.0,74.5,57.1,68.6,14.4,12.0,12.1,100.0,122.0,82.6,10.0,20.0,1.0,7.0,13.0,0.778,2.0,2.0,1.0,7.0,8.0,13.0,6.0,3.0,2.0,3.0,5.0,27.0,24.0,1.0,1.0,1.0,0.333,50.1,44.1,34.1,53.8,10.8,8.2,100.0,33.8,202.0,94.0,29.0,92.0,0.315,9.0,42.0,0.214,19.0,26.0,0.731,14.0,31.0,45.0,18.0,8.0,5.0,22.0,11.0,0.416,0.364,0.457,0.283,25.5,62.0,42.9,62.1,7.7,8.9,17.5,100.0,82.6,122.0,4.0,17.0,1.0,3.0,8.0,1.0,5.0,7.0,1.0,3.0,6.0,9.0,4.0,2.0,2.0,5.0,3.0,14.0,3.0,1.064,1.5,1.0,2.0,31.7,28.4,20.3,86.1,3.7,6.9,66.7,35.7,220.0,133.0,55.5,95.4
42,CHI,133,0,MIL,122,1,2024-10-25,2025,True,240.0,46.0,96.0,0.479,21.0,47.0,0.447,20.0,23.0,0.87,9.0,37.0,46.0,30.0,10.0,4.0,10.0,17.0,0.627,0.589,0.49,0.24,18.8,82.2,49.5,65.2,9.3,7.5,8.6,100.0,124.2,113.9,12.0,20.0,0.6,7.0,13.0,1.0,5.0,6.0,1.0,3.0,8.0,10.0,9.0,4.0,2.0,3.0,4.0,35.0,16.0,0.804,0.775,1.0,4.0,20.2,26.7,17.4,51.6,5.2,7.3,12.1,29.8,160.0,122.0,46.0,93.0,0.495,13.0,40.0,0.325,17.0,25.0,0.68,8.0,39.0,47.0,24.0,5.0,3.0,15.0,14.0,0.587,0.565,0.43,0.269,17.8,81.3,50.5,52.2,4.7,6.1,12.6,100.0,113.9,124.2,15.0,23.0,0.75,3.0,12.0,1.0,8.0,16.0,1.0,3.0,10.0,12.0,8.0,2.0,3.0,5.0,4.0,38.0,2.0,1.136,1.125,1.0,0.696,12.9,55.0,28.4,34.3,3.4,10.0,50.0,44.4,250.0,132.0,77.1,93.9
43,DET,101,0,CLE,113,1,2024-10-25,2025,False,240.0,38.0,81.0,0.469,13.0,32.0,0.406,12.0,17.0,0.706,8.0,34.0,42.0,25.0,3.0,5.0,22.0,22.0,0.571,0.549,0.395,0.21,19.0,87.2,51.9,65.8,3.0,10.4,19.9,100.0,101.1,113.1,14.0,24.0,0.583,3.0,6.0,0.667,4.0,6.0,1.0,3.0,7.0,7.0,6.0,1.0,1.0,9.0,5.0,33.0,9.0,0.75,0.75,1.0,1.0,78.8,50.1,40.9,87.1,4.2,8.7,100.0,42.7,231.0,119.0,42.0,82.0,0.512,13.0,34.0,0.382,16.0,23.0,0.696,5.0,34.0,39.0,28.0,13.0,4.0,13.0,15.0,0.613,0.591,0.415,0.28,12.8,81.0,48.1,66.7,13.0,8.2,12.4,100.0,113.1,101.1,8.0,21.0,1.0,5.0,8.0,0.714,7.0,8.0,1.0,1.0,11.0,11.0,6.0,4.0,2.0,4.0,3.0,19.0,14.0,1.006,1.056,1.0,1.143,7.8,40.3,20.9,40.6,7.4,6.2,25.0,37.5,214.0,111.0,93.9,77.1
44,MEM,108,0,HOU,128,1,2024-10-25,2025,False,240.0,38.0,91.0,0.418,10.0,28.0,0.357,22.0,36.0,0.611,14.0,29.0,43.0,24.0,8.0,8.0,19.0,25.0,0.505,0.473,0.308,0.396,25.5,55.8,40.2,63.2,7.4,14.5,15.1,100.0,100.3,118.9,8.0,17.0,0.667,2.0,5.0,1.0,6.0,9.0,1.0,4.0,5.0,9.0,4.0,2.0,2.0,6.0,4.0,24.0,3.0,0.902,1.0,1.0,1.25,15.5,20.6,17.9,35.4,5.7,11.2,41.0,43.2,226.0,131.0,43.0,98.0,0.439,17.0,43.0,0.395,25.0,36.0,0.694,23.0,41.0,64.0,20.0,10.0,4.0,19.0,32.0,0.562,0.526,0.439,0.367,44.2,74.5,59.8,46.5,9.3,6.3,14.3,100.0,118.9,100.3,8.0,21.0,1.0,5.0,9.0,1.0,6.0,8.0,1.0,6.0,10.0,16.0,4.0,3.0,2.0,8.0,5.0,22.0,19.0,1.5,1.5,1.0,1.25,15.8,78.7,40.5,50.4,5.6,4.8,56.3,38.3,300.0,110.0,80.4,69.39999999999999
